Exoskeleton_Left_Thigh (Input),Exoskeleton_Right_Thigh (Input),Exoskeleton_Left_Thigh (Feedback),Exoskeleton_Right_Thigh (Feedback),Joint_Error (Left_Thigh),Joint_Error (Right_Thigh)
-6,-6,-7.80029,0.166405
-5,-5,-6.97083,0.693748
-4,-4,-6.11938,1.19912
-3,-3,-5.15808,1.58364
-2,-2,-4.19678,1.94619
-1,-1,-3.41675,2.43508
0,0,-2.52136,2.6603
1,1,-1.74133,2.86355
2,2,-1.03821,3.31399
3,3,-0.373535,3.89077
4,4,0.335083,4.37417
5,5,1.02173,4.97292
6,6,1.8457,5.74746
7,7,2.56531,6.33523
8,8,3.65845,6.93398
9,9,4.33411,7.28005
10,10,5.26794,7.54372
11,11,6.09741,7.725
12,12,6.86096,7.69753
13,13,7.67944,7.47231
14,14,8.26721,7.53823
15,15,8.90991,8.13699
16,16,9.61853,8.49404
17,17,10.4865,8.96645
18,18,11.3544,9.48281
19,19,12.3926,9.93325
20,20,13.3429,10.4496
21,21,14.1998,10.9824
20,20,15.0787,11.5427
19,19,15.9412,12.0976
18,18,16.1444,12.114
17,17,15.3973,11.2461
16,16,14.1339,9.76846
15,15,13.0133,8.46658
14,14,11.7114,6.91201
13,13,10.6458,5.51675
12,12,9.8877,4.52248
11,11,9.28345,3.89626
10,10,8.84399,3.55019
9,9,8.21777,3.25906
8,8,7.52563,2.92947
7,7,6.61377,2.29226
6,6,5.68542,1.39138
5,5,4.74609,0.495995
4,4,3.98804,-0.185158
3,3,3.27393,-0.652077
2,2,2.60376,-0.745461
1,1,1.90613,-0.613625
0,0,1.2085,-0.580666
-1,-1,0.598755,-1.09153
-2,-2,0.137329,-1.77818
-3,-3,-0.269165,-2.48679
-4,-4,-0.6427,-3.27781
-5,-5,-1.54358,-4.16221
-6,-6,-2.86743,-4.83237
-7,-7,-4.27368,-5.6124
-8,-8,-5.44922,-6.4968
-9,-9,-6.7511,-7.39219
-10,-10,-7.89917,-8.16673
-11,-11,-8.82751,-8.87534
-12,-12,-9.62952,-9.42466
-13,-13,-10.3766,-9.7927
-14,-14,-11.217,-10.1388
-15,-15,-12.1179,-10.5892
-16,-16,-13.1122,-11.122
-17,-17,-14.2163,-11.7318
-18,-18,-15.2106,-12.2866
-19,-19,-16.1005,-12.8579
-20,-20,-16.9299,-13.2479
-21,-21,-17.7759,-13.5995
-22,-22,-18.6658,-14.0609
-23,-23,-19.6875,-14.5718
-24,-24,-20.8246,-15.1485
-25,-25,-21.9946,-15.8022
-26,-26,-23.0383,-16.4834
-27,-27,-24.0271,-17.0602
-28,-28,-24.9829,-17.5545
-29,-29,-25.7849,-17.8731
-30,-30,-26.6803,-18.3236
-31,-31,-27.6691,-18.7246
-32,-32,-28.7787,-19.2245
-33,-33,-29.7894,-19.7793
-34,-34,-30.7617,-20.3011
-35,-35,-31.6516,-20.7571
-36,-36,-32.3602,-21.0866
-37,-37,-33.0194,-21.3998
-38,-38,-33.8434,-21.7458
-39,-39,-34.8926,-22.2292
-40,-40,-36.0791,-22.9159
-41,-41,-37.3206,-23.6465
-42,-42,-38.3972,-24.2342
-43,-43,-39.2596,-24.6242
-44,-44,-39.8969,-24.8989
-45,-45,-40.6659,-25.1516
-46,-46,-41.6272,-25.5471
-47,-47,-42.7203,-26.0525
-48,-48,-43.819,-26.6787
-49,-49,-44.6759,-27.2555
-50,-50,-45.2911,-27.5191
-51,-51,-46.192,-27.7553
-50,-50,-47.1973,-28.3761
-49,-49,-48.2959,-29.0462
-48,-48,-48.7518,-29.1781
-47,-47,-47.7576,-28.1948
-46,-46,-45.6207,-26.025
-45,-45,-43.6761,-24.0365
-44,-44,-42.1161,-22.3391
-43,-43,-41.391,-21.2075
-42,-42,-41.2372,-20.7461
-41,-41,-40.9296,-20.367
-40,-40,-40.4022,-19.8891
-39,-39,-39.4409,-19.0926
-38,-38,-38.2379,-18.1533
-37,-37,-37.0953,-17.203
-36,-36,-36.1285,-16.3186
-35,-35,-35.3595,-15.6759
-34,-34,-34.3652,-14.9398
-33,-33,-33.3875,-14.3246
-32,-32,-32.2504,-13.6324
-31,-31,-30.9979,-12.7206
-30,-30,-29.8773,-11.8526
-29,-29,-28.8446,-11.166
-28,-28,-27.9382,-10.5398
-27,-27,-27.1088,-10.0344
-26,-26,-26.2573,-9.38071
-25,-25,-25.3345,-8.88633
-24,-24,-24.3073,-8.36997
-23,-23,-23.4338,-7.81516
-22,-22,-22.533,-7.30979
-21,-21,-21.6595,-6.94724
-20,-20,-20.874,-6.67258
-19,-19,-20.0336,-6.1013
-18,-18,-18.9844,-5.5355
-17,-17,-17.8253,-5.01914
-16,-16,-16.7157,-4.28306
-15,-15,-15.7379,-3.61839
-14,-14,-14.8096,-3.18443
-13,-13,-13.9691,-2.78892
-12,-12,-13.3154,-2.33848
-11,-11,-12.3871,-1.99241
-10,-10,-11.4313,-1.56944
-9,-9,-10.4425,-1.06406
-8,-8,-9.4812,-0.520241
-7,-7,-8.44849,-0.10276
-6,-6,-7.54211,0.303734
-5,-5,-6.7511,0.803612
-4,-4,-5.98206,1.23208
-3,-3,-5.13062,1.54519
-2,-2,-4.2627,1.88577
-1,-1,-3.46069,2.38564
0,0,-2.55432,2.70974
1,1,-1.59302,3.05032
2,2,-0.65918,3.60513
3,3,0.12085,4.28628
4,4,0.823975,4.96743
5,5,1.38428,5.67605
6,6,2.31812,6.56045
7,7,3.24646,7.13723
8,8,4.19678,7.42837
9,9,5.19104,7.66457
10,10,6.00952,7.70852
11,11,6.89941,7.6426
12,12,7.74536,7.54922
13,13,8.42651,7.75246
14,14,9.07471,8.15347
15,15,9.84375,8.57095
16,16,10.7391,9.05434
17,17,11.5961,9.58718
18,18,12.5299,10.0541
19,19,13.4143,10.499
20,20,14.3481,10.9989
21,21,15.3754,11.5537
20,20,16.507,12.18
19,19,17.9022,13.0314
18,18,18.7592,13.328
17,17,18.4076,12.6469
16,16,16.9849,11.2846
15,15,15.4633,9.93325
14,14,13.5516,8.07107
13,13,11.7828,6.1979
12,12,10.3876,4.72573
11,11,9.21753,3.37991
10,10,8.56934,2.47903
9,9,8.06396,1.97915
8,8,7.60803,1.67702
7,7,7.13013,1.54519
6,6,6.4325,1.23757
5,5,5.44922,0.704735
4,4,4.40552,0.0180893
3,3,3.42773,-0.690529
2,2,2.52686,-1.28379
1,1,1.6864,-1.59141
0,0,0.856934,-1.55845
-1,-1,0.203247,-1.70676
-2,-2,-0.31311,-2.3989
-3,-3,-0.626221,-3.11301
-4,-4,-0.944824,-3.89304
-5,-5,-1.70837,-4.48631
-6,-6,-2.71912,-4.71152
-7,-7,-3.62,-5.09605
-8,-8,-4.46594,-5.66734
-9,-9,-5.39429,-6.20567
-10,-10,-6.427,-6.87583
-11,-11,-7.23999,-7.51304
-12,-12,-8.07495,-8.13926
-13,-13,-8.88794,-8.65562
-14,-14,-9.75586,-9.11155
-15,-15,-10.6018,-9.49607
-16,-16,-11.662,-9.952
-17,-17,-12.9144,-10.4848
-18,-18,-14.2603,-11.1715
-19,-19,-15.5731,-12.0504
-20,-20,-16.7267,-12.8414
-21,-21,-17.688,-13.5665
-22,-22,-18.5779,-14.2751
-23,-23,-19.5282,-14.9178
-24,-24,-20.5884,-15.5331
-25,-25,-21.676,-16.0714
-26,-26,-22.6483,-16.5493
-27,-27,-23.6316,-16.9338
-28,-28,-24.5819,-17.2909
-29,-29,-25.5048,-17.7029
-30,-30,-26.4111,-18.1533
-31,-31,-27.345,-18.6202
-32,-32,-28.2513,-19.0597
-33,-33,-29.0973,-19.587
-34,-34,-29.8608,-19.9331
-35,-35,-30.6958,-20.2901
-36,-36,-31.7505,-20.8065
-37,-37,-32.8052,-21.3338
-38,-38,-33.9972,-21.9491
-39,-39,-35.0519,-22.4819
-40,-40,-35.9198,-22.9708
-41,-41,-36.7493,-23.4267
-42,-42,-37.6282,-23.8662
-43,-43,-38.5565,-24.3276
-44,-44,-39.4189,-24.8385
-45,-45,-40.3473,-25.2944
-46,-46,-41.2811,-25.6625
-47,-47,-42.0557,-25.9481
-48,-48,-42.7753,-26.2063
-49,-49,-43.5498,-26.426
-50,-50,-44.4946,-26.7666
-51,-51,-45.5219,-27.3049
-50,-50,-46.1536,-27.629
-49,-49,-46.9226,-27.6894
-48,-48,-47.6202,-27.7883
-47,-47,-47.4609,-27.2939
-46,-46,-46.0876,-25.8382
-45,-45,-44.4012,-24.421
-44,-44,-42.6709,-22.8774
-43,-43,-41.5009,-21.6469
-42,-42,-41.0175,-21.0866
-41,-41,-40.7867,-20.6911
-40,-40,-40.3198,-20.1528
-39,-39,-39.3475,-19.2794
-38,-38,-37.9028,-18.1533
-37,-37,-36.5735,-17.0931
-36,-36,-35.6342,-16.2746
-35,-35,-34.942,-15.6429
-34,-34,-34.3707,-15.1595
-33,-33,-33.3765,-14.3905
-32,-32,-32.2723,-13.6324
-31,-31,-31.0474,-12.6766
-30,-30,-29.9487,-11.7977
-29,-29,-28.9984,-11.1605
-28,-28,-28.1195,-10.5123
-27,-27,-27.323,-10.0399
-26,-26,-26.521,-9.60593
-25,-25,-25.5707,-9.09507
-24,-24,-24.5819,-8.61716
-23,-23,-23.4503,-8.03489
-22,-22,-22.4341,-7.58445
-21,-21,-21.5002,-6.96372
-20,-20,-20.5444,-6.42539
-19,-19,-19.5996,-5.92002
-18,-18,-18.7097,-5.34324
-17,-17,-17.8198,-4.75547
-16,-16,-16.9409,-4.20066
-15,-15,-16.0565,-3.7667
-14,-14,-15.1392,-3.2833
-13,-13,-14.3097,-2.93174
-12,-12,-13.3813,-2.47031
-11,-11,-12.5024,-2.14072
-10,-10,-11.5521,-1.70127
-9,-9,-10.6128,-1.22337
-8,-8,-9.61304,-0.690529
-7,-7,-8.63525,-0.245583
-6,-6,-7.65198,0.3312
-5,-5,-6.78955,0.886009
-4,-4,-5.95459,1.27053
-3,-3,-5.13611,1.67153
-2,-2,-4.3396,2.03957
-1,-1,-3.62549,2.3362
0,0,-2.83997,2.47353
1,1,-2.12036,2.80312
2,2,-1.34583,3.20412
3,3,-0.598755,3.65456
4,4,0.203247,4.18191
5,5,1.06567,4.85757
6,6,1.78528,5.58816
7,7,2.57629,6.34621
8,8,3.51013,7.04934
9,9,4.05396,7.08779
10,10,4.19678,6.77468
11,11,4.0979,6.39565
12,12,3.88367,5.89577
13,13,3.75183,5.31899
14,14,3.67493,4.81911
15,15,3.6969,4.46206
16,16,3.80127,4.28078
17,17,3.90015,4.19839
18,18,3.98804,4.11599
19,19,4.01001,4.02261
20,20,3.98254,3.89626
21,21,3.94958,3.76992
20,20,3.93311,3.64358
19,19,3.92761,3.53371
18,18,3.96606,3.44582
17,17,4.05396,3.37991
16,16,4.2572,3.29202
15,15,4.53186,3.27554
14,14,4.75159,3.3854
