Exoskeleton_Left_Thigh (Input),Exoskeleton_Right_Thigh (Input),Exoskeleton_Left_Thigh (Feedback),Exoskeleton_Right_Thigh (Feedback),Joint_Error (Left_Thigh),Joint_Error (Right_Thigh)
0,0,-0.977783,-0.646584
1,1,-0.983276,-0.663063
2,2,-0.983276,-0.690529
3,3,-0.76355,-0.262062
4,4,0.175781,0.726707
5,5,0.922852,1.33645
6,6,1.55457,2.17141
7,7,2.13135,3.24258
8,8,2.98279,4.01711
9,9,4.04846,4.72024
10,10,5.18005,5.3959
11,11,6.25671,5.98916
12,12,7.22351,6.40115
13,13,8.10791,6.65383
14,14,8.81104,6.82961
15,15,9.41528,7.35146
16,16,10.0964,7.81838
17,17,11.0028,8.36221
18,18,12.1124,9.03237
19,19,13.3594,9.80141
20,20,14.8096,10.7353
21,21,16.2982,11.7625
20,20,17.6385,12.6634
19,19,18.7701,13.4489
18,18,19.0393,13.3939
17,17,17.9736,12.2404
16,16,16.0236,10.5265
15,15,14.1559,8.74673
14,14,12.1783,6.64285
13,13,10.9314,5.01138
12,12,10.2942,3.8688
11,11,10.058,3.29202
10,10,9.97009,3.0668
9,9,9.53613,2.91848
8,8,8.78906,2.67129
7,7,7.72888,2.10549
6,6,6.60278,1.35842
5,5,5.51514,0.660789
4,4,4.55383,-0.0862808
3,3,3.71338,-0.756447
2,2,2.79602,-1.24534
1,1,1.88416,-1.46507
0,0,1.05469,-1.54746
-1,-1,0.488892,-1.96494
-2,-2,0,-2.4813
-3,-3,-0.362549,-3.01414
-4,-4,-0.769043,-3.71177
-5,-5,-1.55457,-4.30503
-6,-6,-2.62024,-4.66209
-7,-7,-3.70789,-5.20042
-8,-8,-4.79553,-6.04087
-9,-9,-6.05347,-6.95274
-10,-10,-7.14661,-7.79319
-11,-11,-7.8772,-8.47984
-12,-12,-8.3606,-8.80393
-13,-13,-8.95386,-8.93577
-14,-14,-9.87671,-9.10606
-15,-15,-11.0028,-9.51804
-16,-16,-12.3047,-10.2267
-17,-17,-13.5956,-11.1001
-18,-18,-14.7382,-11.9845
-19,-19,-15.6281,-12.7041
-20,-20,-16.4905,-13.2149
-21,-21,-17.4353,-13.6269
-22,-22,-18.5339,-14.1817
-23,-23,-19.7205,-14.8189
-24,-24,-20.918,-15.5001
-25,-25,-21.9617,-16.1263
-26,-26,-22.7307,-16.6097
-27,-27,-23.4448,-16.8624
-28,-28,-24.2688,-17.1371
-29,-29,-25.285,-17.5326
-30,-30,-26.4166,-18.0764
-31,-31,-27.713,-18.8344
-32,-32,-28.8721,-19.5376
-33,-33,-29.7345,-20.1583
-34,-34,-30.5145,-20.5648
-35,-35,-31.3385,-20.9109
-36,-36,-32.2339,-21.2789
-37,-37,-33.2007,-21.7623
-38,-38,-34.2389,-22.2457
-39,-39,-35.1837,-22.6577
-40,-40,-36.0077,-23.0202
-41,-41,-36.7657,-23.3279
-42,-42,-37.5787,-23.6245
-43,-43,-38.5236,-24.009
-44,-44,-39.5508,-24.6023
-45,-45,-40.7263,-25.3164
-46,-46,-41.9403,-26.036
-47,-47,-42.9401,-26.4809
-48,-48,-43.385,-26.4919
-49,-49,-44.0936,-26.9149
-50,-50,-45.0385,-27.2719
-51,-51,-45.8954,-27.8817
-50,-50,-46.8073,-28.453
-49,-49,-47.9169,-28.9309
-48,-48,-48.3124,-28.9638
-47,-47,-47.45,-27.9751
-46,-46,-45.5273,-26.1129
-45,-45,-43.6652,-24.41
-44,-44,-41.9513,-22.6522
-43,-43,-41.1273,-21.4382
-42,-42,-41.0614,-21.0317
-41,-41,-40.979,-20.7735
-40,-40,-40.545,-20.2792
-39,-39,-39.6826,-19.4552
-38,-38,-38.3423,-18.2851
-37,-37,-37.0294,-17.0437
-36,-36,-35.9418,-15.9341
-35,-35,-35.0024,-15.1046
-34,-34,-34.2993,-14.6322
-33,-33,-33.5083,-14.2037
-32,-32,-32.5964,-13.5885
-31,-31,-31.4374,-12.8634
-30,-30,-30.2783,-12.1328
-29,-29,-29.1577,-11.3692
-28,-28,-28.2074,-10.6771
-27,-27,-27.2241,-10.0838
-26,-26,-26.3013,-9.52354
-25,-25,-25.4224,-8.93027
-24,-24,-24.494,-8.38645
-23,-23,-23.5492,-7.81516
-22,-22,-22.6703,-7.33726
-21,-21,-21.8298,-6.92527
-20,-20,-21.1487,-6.63413
-19,-19,-20.4291,-6.16721
-18,-18,-19.5667,-5.74973
-17,-17,-18.5065,-5.28281
-16,-16,-17.4463,-4.57969
-15,-15,-16.3916,-3.83262
-14,-14,-15.2271,-3.2064
-13,-13,-13.9911,-2.5637
-12,-12,-13.0682,-1.86057
-11,-11,-12.041,-1.44859
-10,-10,-11.1511,-1.15195
-9,-9,-10.4041,-0.849831
-8,-8,-9.58008,-0.498268
-7,-7,-8.67371,-0.196144
