Exoskeleton_Left_Thigh (Ang),Exoskeleton_Left_Thigh (Vel),Exoskeleton_Left_Thigh (Acc),Exoskeleton_Left_Calf (Ang),Exoskeleton_Left_Calf (Vel),Exoskeleton_Left_Calf (Acc),Exoskeleton_Right_Thigh (Ang),Exoskeleton_Right_Thigh (Vel),Exoskeleton_Right_Thigh (Acc),Exoskeleton_Right_Calf (Ang),Exoskeleton_Right_Calf (Vel),Exoskeleton_Right_Calf (Acc),Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Force_Left_Thigh,Force_Left_Calf,Force_Right_Thigh,Force_Right_Calf,Angle_Driver_LT (Output),Angle_Driver_LC (Output),Angle_Driver_RT (Output),Angle_Driver_RC (Output)
-1.91711,-1.46484,0.125977,3.43323,-1.89209,0.00927734,2.93884,3.60107,0.0249023,4.63074,-18.8599,-0.0385742,-4.04846,-6.28662,-0.21875,3.1311,-0.488281,0.0625,3.58704,-3.479,-0.0756836,0.807495,-16.9067,-0.60498,-37,1,-29,-1,-3.99271,3.64129,7.19352,0
-1.91711,-1.46484,0.125977,3.43323,-1.89209,0.00927734,2.93884,3.60107,0.0249023,4.63074,-18.8599,-0.0385742,-4.12537,-5.7373,-0.20459,3.1311,-0.488281,0.0625,3.41125,-3.60107,-0.074707,0.510864,-15.4419,-0.605469,-35,0,-29,1,-4.07138,3.46487,7.26756,0
-1.97205,-2.19727,0.140137,3.36182,-1.46484,0.00927734,2.92786,3.11279,0.0361328,4.22424,-17.1509,-0.0483398,-4.12537,-5.7373,-0.20459,3.1311,-0.488281,0.0625,3.41125,-3.60107,-0.074707,0.510864,-15.4419,-0.605469,-35,0,-29,1,-4.07138,3.46487,7.26756,0
-1.97205,-2.19727,0.140137,3.36182,-1.46484,0.00927734,2.92786,3.11279,0.0361328,4.22424,-17.1509,-0.0483398,-4.12537,-5.18799,-0.20459,3.1311,-0.488281,0.0625,3.41125,-3.60107,-0.074707,0.510864,-15.4419,-0.605469,-35,0,-29,1,-4.06485,3.46825,7.26511,0
-1.97205,-2.31934,0.134766,3.35083,-1.58691,0.0175781,2.91687,2.74658,0.0332031,4.03748,-16.1743,-0.046875,-4.27368,-4.69971,-0.187988,3.1311,-0.488281,0.0625,3.31787,-3.17383,-0.0751953,0.368042,-14.1602,-0.60791,-38,2,-25,0,-4.20051,3.36614,7.41916,0
-1.97205,-2.38037,0.137207,3.33435,-1.70898,0.0175781,2.91687,2.2583,0.0332031,3.86169,-15.3809,-0.0405273,-4.27368,-4.69971,-0.168457,3.1311,-0.488281,0.0625,3.31787,-3.17383,-0.0751953,0.368042,-12.7563,-0.611816,-36,2,-22,1,-4.19884,3.3667,7.41938,0
-1.97205,-2.56348,0.13623,3.32336,-1.58691,0.0175781,2.90039,1.77002,0.0332031,3.69141,-14.5874,-0.0424805,-4.3396,-4.15039,-0.148926,3.1311,-0.488281,0.0625,3.22449,-3.72314,-0.0883789,0.236206,-12.7563,-0.613281,-41,0,-20,0,-4.25044,3.25654,7.47957,0
-1.97205,-2.62451,0.146484,3.31238,-1.64795,0.0292969,2.88391,1.09863,0.0302734,3.5321,-13.7329,-0.0439453,-4.40552,-3.90625,-0.148926,3.1311,-0.488281,0.0625,3.12561,-4.94385,-0.0629883,0.109863,-9.58252,-0.606934,-41,0,-20,0,-4.3152,3.15189,7.54517,0
-1.97205,-2.62451,0.146484,3.31238,-1.64795,0.0292969,2.88391,1.09863,0.0302734,3.5321,-13.7329,-0.0439453,-4.40552,-3.90625,-0.128906,3.1311,-0.488281,0.0625,3.01575,-4.94385,-0.0629883,0,-9.58252,-0.606934,-39,0,-31,-1,-4.31405,3.04202,7.54517,0
-1.97205,-2.62451,0.146484,3.31238,-1.64795,0.0292969,2.88391,1.09863,0.0302734,3.5321,-13.7329,-0.0439453,-4.40552,-3.90625,-0.128906,3.1311,-0.488281,0.0625,3.01575,-4.94385,-0.0629883,0,-9.58252,-0.596191,-38,1,-41,0,-4.32264,3.10218,7.54803,0
-1.97205,-2.62451,0.146484,3.31238,-1.64795,0.0292969,2.85645,0.488281,0.0322266,3.3783,-12.8784,-0.0463867,-4.48242,-4.27246,-0.12207,3.1311,-0.488281,0.0625,3.01575,-4.88281,-0.0439453,-0.109863,-8.17871,-0.596191,-38,1,-41,0,-4.40125,3.10362,7.62494,0
-1.97754,-2.99072,0.164551,3.27393,-1.0376,0.0483398,2.69714,-1.83105,0.0366211,2.98279,-10.0098,-0.0385742,-4.85046,-3.479,-0.103516,3.1311,-0.488281,0.0625,2.64771,-4.69971,-0.0483398,-0.401001,-4.94385,-0.597656,-39,-1,-48,0,-4.75976,2.7575,7.98266,0
-1.97754,-2.99072,0.164551,3.27393,-1.0376,0.0483398,2.69714,-1.83105,0.0366211,2.98279,-10.0098,-0.0385742,-4.97131,-4.69971,-0.0913086,3.1311,-0.488281,0.0625,2.55981,-5.61523,-0.0507812,-0.472412,-4.3335,-0.597656,-39,-1,-48,0,-4.8869,2.66422,8.10351,0
-2.03247,-3.17383,0.192871,3.26294,-0.0610352,0.0688477,2.52136,-3.54004,0.0366211,2.5708,-6.65283,-0.0336914,-5.24597,-7.20215,-0.0566406,3.1311,-0.488281,0.0625,2.41699,-4.57764,-0.034668,-0.604248,-3.2959,-0.573242,-38,1,-44,0,-5.17735,2.51623,8.37713,0
-2.03247,-3.17383,0.192871,3.26294,-0.0610352,0.0688477,2.52136,-3.54004,0.0366211,2.5708,-6.65283,-0.0336914,-5.41626,-8.8501,-0.0273438,3.1311,-0.488281,0.0625,2.37854,-3.35693,-0.034668,-0.65918,-3.23486,-0.573242,-34,-1,-36,-1,-5.36686,2.46186,8.54169,0
-2.12036,-3.479,0.196777,3.25195,1.52588,0.0732422,2.37305,-4.02832,0.0219727,2.41699,-4.88281,-0.0473633,-5.41626,-8.8501,-0.0273438,3.1311,-0.488281,0.0625,2.37854,-3.35693,-0.034668,-0.65918,-3.23486,-0.573242,-40,1,-43,-2,-5.52908,2.44982,8.71385,0
-2.12036,-3.479,0.196777,3.25195,1.52588,0.0732422,2.37305,-4.02832,0.0219727,2.41699,-4.88281,-0.0473633,-5.41626,-8.8501,-0.0273438,3.1311,-0.488281,0.0625,2.37854,-3.35693,-0.034668,-0.65918,-3.23486,-0.573242,-40,1,-43,-2,-5.52908,2.42235,8.71385,0
-2.12036,-3.479,0.196777,3.25195,1.52588,0.0732422,2.37305,-4.02832,0.0219727,2.41699,-4.88281,-0.0473633,-5.74585,-9.46045,-0.0561523,3.1311,-0.488281,0.0625,2.31812,-3.2959,-0.0522461,-0.703125,-3.35693,-0.58252,-40,1,-43,-2,-5.68289,2.42235,8.86766,0
-2.12036,-3.479,0.196777,3.25195,1.52588,0.0732422,2.37305,-4.02832,0.0219727,2.41699,-4.88281,-0.0473633,-5.74585,-9.46045,-0.0561523,3.1311,-0.488281,0.0625,2.31812,-3.35693,-0.0629883,-0.730591,-3.35693,-0.59375,-32,1,-32,-1,-5.7058,2.38987,8.86766,0
-2.12036,-3.479,0.196777,3.25195,1.52588,0.0732422,2.37305,-4.02832,0.0219727,2.41699,-4.88281,-0.0473633,-5.74585,-9.46045,-0.0561523,3.1311,-0.488281,0.0625,2.31812,-3.35693,-0.0629883,-0.730591,-3.35693,-0.59375,-32,1,-32,-1,-5.70718,2.35142,8.86766,0
-2.18079,-4.02832,0.181641,3.26294,2.62451,0.0541992,2.24121,-3.96729,0.0161133,2.36755,-3.60107,-0.050293,-5.88867,-9.8877,-0.0800781,3.1311,-0.488281,0.0625,2.27966,-3.35693,-0.0629883,-0.752563,-3.60107,-0.59375,-32,1,-32,-1,-5.84863,2.35524,9.00528,0
-2.18079,-4.63867,0.181641,3.26294,3.41797,0.0644531,2.24121,-3.96729,0.0161133,2.32361,-3.60107,-0.050293,-5.88867,-9.8877,-0.0800781,3.1311,-0.488281,0.0625,2.27966,-3.35693,-0.0629883,-0.752563,-3.60107,-0.59375,-32,1,-32,-1,-5.84843,2.35544,9.00528,0
-2.18079,-4.63867,0.181641,3.26294,3.41797,0.0644531,2.24121,-3.96729,0.0161133,2.32361,-3.60107,-0.050293,-5.88867,-11.7188,-0.0908203,3.1311,-0.488281,0.0625,2.23572,-3.05176,-0.0708008,-0.752563,-3.479,-0.599121,-32,-1,-25,1,-5.85604,2.29624,8.99442,0
-2.18079,-4.63867,0.181641,3.26294,3.41797,0.0644531,2.24121,-3.96729,0.0161133,2.32361,-3.60107,-0.050293,-6.04797,-11.7188,-0.0908203,3.1311,-0.488281,0.0625,2.23572,-3.05176,-0.0708008,-0.769043,-3.479,-0.599121,-33,-1,-37,1,-6.01534,2.29624,9.15372,0
-2.18079,-4.63867,0.181641,3.26294,3.41797,0.0644531,2.24121,-3.96729,0.0161133,2.32361,-3.60107,-0.050293,-6.04797,-11.7188,-0.0908203,3.1311,-0.488281,0.0625,2.23572,-3.05176,-0.0708008,-0.769043,-3.479,-0.599121,-33,-1,-37,1,-6.01534,2.29624,9.15372,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.15881,-3.41797,0.0385742,2.25769,-3.17383,-0.0595703,-6.21826,-13.7329,-0.100098,3.1311,-0.488281,0.0625,2.20825,-1.40381,-0.0566406,-0.780029,-3.35693,-0.581055,-31,0,-35,0,-6.19484,2.31025,9.32401,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.15881,-3.41797,0.0385742,2.25769,-3.17383,-0.0595703,-6.21826,-13.7329,-0.100098,3.1311,-0.488281,0.0625,2.20825,-1.40381,-0.0566406,-0.780029,-3.35693,-0.581055,-31,0,-35,0,-6.20057,2.30767,9.32687,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.11487,-3.23486,0.0385742,2.25769,-2.99072,-0.0253906,-6.55884,-15.8691,-0.115234,3.1311,-0.488281,0.0625,2.1698,-0.915527,-0.0390625,-0.807495,-3.17383,-0.572754,-29,-1,-45,1,-6.19472,2.29233,9.32466,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.11487,-3.23486,0.0385742,2.25769,-2.99072,-0.0253906,-6.55884,-15.8691,-0.115234,3.1311,-0.488281,0.0625,2.1698,-0.915527,-0.0390625,-0.807495,-3.17383,-0.572754,-29,-1,-45,1,-6.19472,2.29233,9.32466,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.11487,-3.23486,0.0385742,2.25769,-2.99072,-0.0253906,-6.55884,-15.8691,-0.115234,3.1311,-0.488281,0.0625,2.1698,-0.915527,-0.0390625,-0.807495,-3.17383,-0.572754,-29,-1,-45,1,-6.55335,2.3083,9.66237,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.11487,-3.23486,0.0385742,2.25769,-2.99072,-0.0253906,-6.55884,-15.8691,-0.115234,3.1311,-0.488281,0.0625,2.1698,-0.915527,-0.0390625,-0.807495,-3.17383,-0.572754,-29,-1,-45,1,-6.55335,2.3083,9.66237,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.11487,-3.23486,0.0385742,2.25769,-2.99072,-0.0253906,-6.55884,-15.8691,-0.115234,3.1311,-0.488281,0.0625,2.1698,-0.915527,-0.0390625,-0.807495,-3.17383,-0.572754,-29,-1,-45,1,-6.55335,2.3083,9.66237,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.11487,-3.23486,0.0385742,2.25769,-2.99072,-0.0253906,-6.55884,-15.8691,-0.115234,3.1311,-0.488281,0.0625,2.1698,-0.915527,-0.0390625,-0.807495,-3.17383,-0.572754,-29,-1,-45,1,-6.55335,2.3083,9.66237,0
-2.33459,-5.49316,0.151367,3.3783,4.15039,0.0297852,2.11487,-3.23486,0.0385742,2.25769,-2.99072,-0.0253906,-6.72913,-16.6626,-0.102539,3.1311,-0.488281,0.0625,2.1698,0.305176,-0.0410156,-0.807495,-3.11279,-0.576172,-29,-1,-45,1,-6.72746,2.31519,9.83266,0
-2.58179,-6.04248,0.161133,3.59253,3.05176,0.0351562,1.99951,-3.23486,0.0458984,2.12036,-3.05176,-0.0356445,-7.28943,-19.5923,-0.132812,3.1311,-0.488281,0.0625,2.1698,-1.64795,-0.0654297,-0.845947,-3.54004,-0.594727,-34,0,-46,-1,-7.28937,2.30805,10.4018,0
-2.58179,-6.04248,0.158203,3.62,2.74658,0.0419922,1.97205,-3.23486,0.0458984,2.0929,-2.99072,-0.0351562,-7.28943,-19.5923,-0.132812,3.1311,-0.488281,0.0625,2.1698,-1.64795,-0.0654297,-0.845947,-3.54004,-0.594727,-34,0,-46,-1,-7.28937,2.30805,10.4018,0
-2.58179,-6.04248,0.158203,3.62,2.74658,0.0419922,1.97205,-3.23486,0.0458984,2.0929,-2.99072,-0.0351562,-7.28943,-19.5923,-0.132812,3.1311,-0.488281,0.0625,2.1698,-1.64795,-0.0654297,-0.845947,-3.54004,-0.594727,-34,0,-46,-1,-7.2892,2.30822,10.4032,0
-2.64221,-5.98145,0.158203,3.62,2.74658,0.0419922,1.97205,-3.23486,0.0458984,2.0929,-2.99072,-0.0351562,-7.28943,-19.5923,-0.132812,3.1311,-0.488281,0.0625,2.1698,-1.64795,-0.0654297,-0.845947,-3.54004,-0.594727,-34,0,-46,-1,-7.2892,2.30822,10.4032,0
-2.69714,-5.7373,0.157227,3.64746,2.62451,0.0444336,1.91162,-3.23486,0.0410156,2.06543,-3.05176,-0.0322266,-7.44324,-18.6768,-0.164062,3.1311,-0.488281,0.0625,2.17529,0,-0.0532227,-0.856934,-3.90625,-0.58252,-5,2,-50,1,-7.52432,2.33362,10.5633,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.44324,-17.8223,-0.164062,3.1311,-0.488281,0.0625,2.18079,0,-0.0390625,-0.862427,-3.96729,-0.583984,-9,0,-47,0,-7.51038,2.32892,10.5596,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.58057,-17.8223,-0.164062,3.1311,-0.488281,0.0625,2.18079,-0.12207,-0.0390625,-0.862427,-3.96729,-0.583984,-9,0,-47,0,-7.51038,2.32892,10.5596,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.58057,-17.8223,-0.164062,3.1311,-0.488281,0.0625,2.18079,-0.12207,-0.0390625,-0.862427,-3.84521,-0.583984,-9,0,-47,0,-7.6477,2.32822,10.697,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.58057,-17.8223,-0.164062,3.1311,-0.488281,0.0625,2.18079,-0.12207,-0.0390625,-0.862427,-3.84521,-0.583984,-9,0,-47,0,-7.6477,2.32822,10.697,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.58057,-17.2729,-0.180664,3.1311,-0.488281,0.0625,2.18079,-0.12207,-0.0390625,-0.873413,-3.84521,-0.583984,-9,0,-47,0,-7.64866,2.32822,10.697,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.58057,-17.2729,-0.180664,3.1311,-0.488281,0.0625,2.18079,-0.12207,-0.0390625,-0.873413,-3.84521,-0.583984,-9,0,-47,0,-7.64551,2.32822,10.697,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.7124,-17.2729,-0.180664,3.1311,-0.488281,0.0625,2.18079,-0.12207,-0.0390625,-0.873413,-3.84521,-0.583984,-9,0,-47,0,-7.77734,2.32822,10.8288,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.7124,-17.2729,-0.180664,3.1311,-0.488281,0.0625,2.18079,-0.12207,-0.0390625,-0.873413,-3.84521,-0.583984,-9,0,-47,0,-7.77734,2.32822,10.8288,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.7124,-17.2729,-0.180664,3.1311,-0.488281,0.0625,2.18079,-0.12207,-0.0390625,-0.873413,-3.84521,-0.583984,-9,0,-47,0,-7.77734,2.32822,10.8288,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.82776,-16.2354,-0.192871,3.1311,-0.488281,0.0625,2.15881,-1.64795,-0.0415039,-0.884399,-3.66211,-0.581055,-9,-1,-39,-1,-7.88745,2.27445,10.9413,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-7.92664,-14.5874,-0.182617,3.1311,-0.488281,0.0625,2.14233,-1.95312,-0.0556641,-0.889893,-3.479,-0.583496,-7,0,-49,-1,-7.98203,2.28406,11.043,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-8.02551,-13.2446,-0.182617,3.1311,-0.488281,0.0625,2.12585,-1.95312,-0.0708008,-0.889893,-3.35693,-0.583496,-8,0,-40,0,-8.07322,2.26671,11.1419,0
-2.74658,-5.37109,0.162598,3.68591,2.2583,0.0444336,1.91162,-3.23486,0.0410156,2.03247,-3.05176,-0.0322266,-8.02551,-13.2446,-0.182617,3.1311,-0.488281,0.0625,2.12585,-1.95312,-0.0708008,-0.889893,-3.35693,-0.583496,-8,0,-40,0,-8.07035,2.24093,11.1419,0
-3.01575,-3.66211,0.162598,3.85071,4.76074,0.0395508,1.73584,-2.62451,0.0366211,1.88416,-2.68555,-0.0405273,-8.02551,-13.2446,-0.182617,3.1311,-0.488281,0.0625,2.12585,-1.95312,-0.0708008,-0.889893,-3.35693,-0.583496,-9,0,-55,-1,-8.30728,2.22964,11.3696,0
-3.01575,-3.66211,0.162598,3.85071,4.76074,0.0395508,1.73584,-2.62451,0.0366211,1.88416,-2.68555,-0.0405273,-8.41003,-11.9019,-0.112793,3.1311,-0.488281,0.0625,2.0874,-3.05176,-0.065918,-0.878906,-3.2959,-0.601074,-9,0,-55,-1,-8.45011,2.22964,11.5124,0
-3.01575,-3.66211,0.162598,3.85071,4.76074,0.0395508,1.73584,-2.62451,0.0366211,1.88416,-2.68555,-0.0405273,-8.41003,-11.9019,-0.112793,3.1311,-0.488281,0.0625,2.04895,-3.05176,-0.065918,-0.878906,-3.2959,-0.601074,-9,0,-55,-1,-8.45011,2.19119,11.5124,0
-3.01575,-3.66211,0.162598,3.85071,4.76074,0.0395508,1.73584,-2.62451,0.0366211,1.88416,-2.68555,-0.0405273,-8.41003,-11.9019,-0.112793,3.1311,-0.488281,0.0625,2.04895,-3.05176,-0.065918,-0.878906,-3.2959,-0.601074,-9,0,-55,-1,-8.45011,2.19119,11.5124,0
-3.01575,-3.66211,0.162598,3.85071,4.76074,0.0395508,1.73584,-2.62451,0.0366211,1.88416,-2.68555,-0.0405273,-8.41003,-11.6577,-0.0961914,3.1311,-0.488281,0.0625,1.99951,-2.68555,-0.0581055,-0.878906,-2.92969,-0.588867,0,-1,-87,1,-8.47354,2.23597,11.5095,0
-3.01575,-3.66211,0.162598,3.85071,4.76074,0.0395508,1.73584,-2.62451,0.0366211,1.88416,-2.68555,-0.0405273,-8.41003,-11.6577,-0.0961914,3.1311,-0.488281,0.0625,1.99951,-2.68555,-0.0581055,-0.878906,-2.92969,-0.588867,0,-1,-87,1,-8.62735,2.23597,11.6633,0
-3.18054,-3.78418,0.139648,4.05945,7.8125,0.0214844,1.63147,-1.77002,0.034668,1.80725,-1.95312,-0.0424805,-8.56384,-11.6577,-0.0961914,3.1311,-0.488281,0.0625,1.99951,-2.0752,-0.0478516,-0.878906,-2.92969,-0.588867,-6,0,-119,-1,-8.62533,2.24207,11.6469,0
-3.18054,-3.78418,0.139648,4.05945,7.8125,0.0214844,1.63147,-1.77002,0.034668,1.80725,-1.95312,-0.0424805,-8.70667,-10.9863,-0.0986328,3.1311,-0.488281,0.0625,1.96106,-2.0752,-0.0419922,-0.878906,-2.92969,-0.588867,-4,0,-125,1,-8.75299,2.31281,11.7926,0
-3.18054,-3.78418,0.139648,4.05945,7.8125,0.0214844,1.63147,-1.77002,0.034668,1.80725,-1.95312,-0.0424805,-8.70667,-10.9863,-0.0986328,3.1311,-0.488281,0.0625,1.93359,-1.46484,-0.0419922,-0.878906,-2.92969,-0.588867,-4,0,-125,1,-8.75299,2.28884,11.7926,0
-3.18054,-3.78418,0.139648,4.05945,7.8125,0.0214844,1.63147,-1.77002,0.034668,1.80725,-1.95312,-0.0424805,-8.70667,-10.9863,-0.0986328,3.1311,-0.488281,0.0625,1.93359,-1.46484,-0.0419922,-0.878906,-2.92969,-0.588867,-4,0,-125,1,-8.75299,2.28884,11.7926,0
-3.18054,-3.78418,0.139648,4.05945,7.8125,0.0214844,1.63147,-1.77002,0.034668,1.80725,-1.95312,-0.0424805,-8.70667,-10.9863,-0.110352,3.1311,-0.488281,0.0625,1.93359,-1.46484,-0.0419922,-0.86792,-2.13623,-0.57373,-4,0,-125,1,-8.75366,2.28884,11.7926,0
-3.18054,-3.78418,0.139648,4.05945,7.8125,0.0214844,1.63147,-1.77002,0.034668,1.80725,-1.95312,-0.0424805,-8.70667,-10.9863,-0.110352,3.1311,-0.488281,0.0625,1.93359,-1.46484,-0.0419922,-0.86792,-2.13623,-0.57373,-4,0,-125,1,-8.75366,2.28884,11.7926,0
-3.18054,-3.78418,0.139648,4.05945,7.8125,0.0214844,1.63147,-1.77002,0.034668,1.80725,-1.95312,-0.0424805,-8.8385,-10.376,-0.119141,3.1311,-0.488281,0.0625,1.91711,-0.854492,-0.0366211,-0.86792,-1.83105,-0.574707,-7,0,-114,-3,-8.87391,2.24466,11.9244,0
-3.18054,-3.78418,0.139648,4.05945,7.8125,0.0214844,1.63147,-1.77002,0.034668,1.80725,-1.95312,-0.0424805,-8.95386,-9.82666,-0.119141,3.1311,-0.488281,0.0625,1.91711,-0.854492,-0.0366211,-0.862427,-1.83105,-0.574707,-7,0,-114,-3,-8.98612,2.24466,12.0398,0
-3.35083,-4.27246,0.157715,4.34509,10.498,0.0366211,1.56006,-0.976562,0.0332031,1.77429,-1.40381,-0.0429688,-8.95386,-9.82666,-0.119141,3.1311,-0.488281,0.0625,1.91711,-0.854492,-0.0366211,-0.862427,-1.83105,-0.574707,-8,2,-127,-1,-8.98149,2.2696,12.0292,0
-3.35083,-4.27246,0.157715,4.34509,10.498,0.0366211,1.53809,-0.793457,0.0332031,1.77429,-1.40381,-0.0429688,-8.95386,-9.64355,-0.136719,3.1311,-0.488281,0.0625,1.90063,-0.427246,-0.0371094,-0.856934,-1.46484,-0.577637,-8,2,-127,-1,-8.98145,2.2696,12.0292,0
-3.35083,-4.27246,0.157715,4.34509,10.498,0.0366211,1.53809,-0.793457,0.0332031,1.77429,-1.40381,-0.0429688,-9.06372,-9.64355,-0.136719,3.1311,-0.488281,0.0625,1.90063,-0.427246,-0.0371094,-0.856934,-1.46484,-0.577637,-8,2,-127,-1,-9.09131,2.2696,12.1391,0
-3.46619,-4.69971,0.170898,4.58679,13.9771,0.0532227,1.50513,-0.244141,0.0239258,1.73035,-0.305176,-0.0512695,-9.17358,-10.1318,-0.152832,3.1311,-0.488281,0.0625,1.86218,-0.427246,-0.0844727,-0.834961,-0.732422,-0.601562,-1,2,-123,0,-9.22326,2.22026,12.2281,0
-3.46619,-4.69971,0.170898,4.58679,13.9771,0.0532227,1.50513,-0.244141,0.0239258,1.73035,-0.305176,-0.0512695,-9.17358,-10.1318,-0.152832,3.1311,-0.488281,0.0625,1.83472,-0.366211,-0.0844727,-0.834961,-0.0610352,-0.606445,-6,0,-106,-1,-9.22326,2.21867,12.2281,0
-3.46619,-4.69971,0.170898,4.58679,13.9771,0.0532227,1.50513,-0.244141,0.0239258,1.73035,-0.305176,-0.0512695,-9.17358,-10.1318,-0.152832,3.1311,-0.488281,0.0625,1.83472,-0.366211,-0.0844727,-0.834961,-0.0610352,-0.606445,-6,0,-106,-1,-9.20893,2.14285,12.2223,0
-3.46619,-4.69971,0.170898,4.58679,13.9771,0.0532227,1.50513,-0.244141,0.0239258,1.73035,-0.305176,-0.0512695,-9.40979,-10.8643,-0.125488,3.1311,-0.488281,0.0625,1.83472,-0.366211,-0.0761719,-0.834961,-0.0610352,-0.606445,-6,0,-106,-1,-9.44777,2.14333,12.4585,0
-3.69141,-4.3335,0.179688,5.31738,14.4043,0.0566406,1.49963,0,0.0556641,1.73584,0.0610352,-0.0317383,-9.62402,-10.5591,-0.0776367,3.1311,-0.488281,0.0625,1.80725,0.854492,-0.0463867,-0.785522,0.732422,-0.57373,-5,0,-127,0,-9.66011,2.23655,12.6701,0
-3.69141,-4.3335,0.179688,5.31738,14.4043,0.0566406,1.49963,0,0.0556641,1.73584,0.0610352,-0.0317383,-9.71741,-10.1929,-0.0776367,3.1311,-0.488281,0.0625,1.82373,0.854492,-0.0463867,-0.769043,0.793457,-0.57373,-5,0,-127,0,-9.7514,2.25303,12.7635,0
-3.69141,-4.3335,0.179688,5.31738,14.4043,0.0566406,1.49963,0,0.0556641,1.73584,0.0610352,-0.0317383,-9.78882,-8.91113,-0.0849609,3.1311,-0.488281,0.0625,1.84021,0.427246,-0.0361328,-0.741577,0.549316,-0.574219,-2,0,-135,-1,-9.82734,2.23614,12.8349,0
-3.69141,-4.3335,0.179688,5.31738,14.4043,0.0566406,1.49963,0,0.0556641,1.73584,0.0610352,-0.0317383,-9.78882,-8.91113,-0.105469,3.1311,-0.488281,0.0625,1.85669,0.427246,-0.0361328,-0.741577,0.0610352,-0.574219,-2,0,-135,-1,-9.82852,2.25262,12.8349,0
-3.70789,-0.732422,0.162109,6.05896,11.7188,0.0522461,1.5271,0.12207,0.046875,1.7688,0.183105,-0.0390625,-9.81079,-2.38037,-0.14209,3.1311,-0.488281,0.0625,1.85669,-0.12207,-0.0698242,-0.692139,0,-0.598145,-3,4,-141,-1,-9.83193,2.2451,12.884,0
-3.70789,-0.732422,0.162109,6.05896,11.7188,0.0522461,1.53809,0,0.0444336,1.7688,0.183105,-0.0390625,-9.7998,-2.38037,-0.126953,3.1311,-0.488281,0.0625,1.85669,-0.305176,-0.0698242,-0.681152,0.0610352,-0.598145,-3,4,-141,-1,-9.82008,2.24405,12.873,0
-3.70789,-0.732422,0.162109,6.05896,11.7188,0.0522461,1.53809,0,0.0444336,1.7688,0.183105,-0.0390625,-9.7998,-2.38037,-0.126953,3.1311,-0.488281,0.0625,1.85669,-0.305176,-0.0698242,-0.681152,0.0610352,-0.598145,-3,4,-141,-1,-9.82008,2.24405,12.873,0
-3.70789,-0.732422,0.162109,6.05896,11.7188,0.0522461,1.53809,0,0.0444336,1.7688,0.183105,-0.0390625,-9.7998,-2.38037,-0.126953,3.1311,-0.488281,0.0625,1.85669,-0.305176,-0.0654297,-0.681152,0.0610352,-0.598145,-3,4,-141,-1,-9.82008,2.23591,12.873,0
