Exoskeleton_Left_Thigh (Ang),Exoskeleton_Left_Thigh (Vel),Exoskeleton_Left_Thigh (Acc),Exoskeleton_Left_Calf (Ang),Exoskeleton_Left_Calf (Vel),Exoskeleton_Left_Calf (Acc),Exoskeleton_Right_Thigh (Ang),Exoskeleton_Right_Thigh (Vel),Exoskeleton_Right_Thigh (Acc),Exoskeleton_Right_Calf (Ang),Exoskeleton_Right_Calf (Vel),Exoskeleton_Right_Calf (Acc),Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Angle_Driver_LT (Output),Angle_Driver_LC (Output),Angle_Driver_RT (Output),Angle_Driver_RC (Output)
-10.9753,5.92041,0.277344,-12.3486,4.5166,0.13623,-58.9636,73.4253,-0.0996094,4.02649,-10.498,-0.0639648,90.8734,-0.793457,-0.116699,95.4932,1.89209,-0.133789,81.9141,37.6587,0.000976562,111.119,-22.9492,-0.109863,-17.1364,-16.1564,0.547622,25.0743
-10.9534,4.76074,0.208008,-12.3486,4.5166,0.0454102,-58.222,75.1953,-0.0571289,3.90015,-11.8408,-0.0556641,90.8514,-0.732422,-0.119141,95.5481,1.95312,-0.137207,82.6611,37.5977,-0.0166016,110.734,-21.4233,-0.107422,-20.3252,-19.5475,0,16.6921
-10.9534,4.76074,0.208008,-12.3486,4.5166,0.0454102,-58.222,75.1953,-0.0571289,3.90015,-11.8408,-0.0556641,90.8514,-0.732422,-0.119141,95.5481,1.95312,-0.137207,82.6611,37.5977,-0.0166016,110.734,-21.4233,-0.107422,-20.3252,-19.5475,0,16.6921
-10.7391,8.66699,0.102051,-11.8323,11.3525,-0.0366211,-57.5244,77.5757,-0.0327148,3.77381,-11.7188,-0.059082,90.8405,-0.732422,-0.119141,95.5811,2.01416,-0.138184,83.0292,37.4756,-0.0112305,110.542,-21.1182,-0.111816,-13.8394,-12.3485,0,20.6586
-10.7391,8.66699,0.102051,-11.8323,11.3525,-0.0366211,-57.5244,77.5757,-0.0327148,3.77381,-11.7188,-0.059082,90.8405,-0.732422,-0.119141,95.5811,2.13623,-0.138184,83.0292,37.4756,-0.0112305,110.542,-21.1182,-0.111816,-13.8394,-12.3485,0,20.6586
-10.5359,16.4795,0.0693359,-11.6895,6.53076,0.0166016,-56.7938,79.6509,-0.0107422,3.64746,-11.7188,-0.0761719,90.835,-1.52588,-0.133301,95.614,2.13623,-0.137207,83.3917,37.4756,-0.00830078,110.339,-21.3013,-0.11377,-13.2116,-10.2141,0,16.8755
-10.5359,16.4795,0.0693359,-11.6895,6.53076,0.0166016,-56.7938,79.6509,-0.0107422,3.64746,-11.7188,-0.0761719,90.824,-1.52588,-0.133301,95.614,2.0752,-0.137207,83.3917,37.4756,-0.00830078,110.339,-21.3013,-0.11377,-13.2225,-10.2141,0,16.8755
-10.5359,16.4795,0.0693359,-11.6895,6.53076,0.0166016,-56.7938,79.6509,-0.0107422,3.64746,-11.7188,-0.0761719,90.824,-1.52588,-0.133301,95.614,2.0752,-0.137207,83.3917,37.4756,-0.0146484,110.339,-21.3013,-0.106934,-13.2225,-10.6182,0,17.3107
-10.5359,16.4795,0.0693359,-11.6895,6.53076,0.0166016,-56.7938,79.6509,-0.0107422,3.64746,-11.7188,-0.0761719,90.824,-1.52588,-0.133301,95.647,2.0752,-0.137207,83.7488,36.9873,-0.0146484,110.339,-21.5454,-0.106934,-13.2225,-10.6493,0,17.3107
-10.4645,20.0806,0.190918,-11.4368,14.7095,0.145508,-55.9973,80.6885,-0.0351562,3.5376,-10.376,-0.0761719,90.824,-1.52588,-0.133301,95.647,2.0752,-0.137207,83.7488,36.9873,-0.0146484,110.339,-21.5454,-0.106934,-13.2225,-10.2923,0,16.9381
-10.4645,20.0806,0.190918,-11.4368,14.7095,0.145508,-55.9973,80.6885,-0.0351562,3.5376,-10.376,-0.0761719,90.824,-1.52588,-0.133301,95.647,2.0752,-0.137207,83.7488,36.9873,-0.0146484,110.125,-21.5454,-0.106934,-13.2225,-10.2923,0,16.7239
-10.4645,23.4375,0.217773,-11.4368,24.353,0.0966797,-55.9973,80.6885,-0.0351562,3.41675,-10.9863,-0.0419922,90.8075,-1.0376,-0.128906,95.7184,1.83105,-0.130859,84.1003,36.2549,-0.0336914,109.899,-21.6064,-0.0957031,-22.821,-21.0924,0,10.6256
-9.90417,27.2827,0.164551,-10.6403,27.8931,0.0170898,-54.4867,83.0078,-0.0532227,3.30139,-10.7422,-0.0317383,90.8075,-1.0376,-0.128906,95.7184,1.83105,-0.130859,84.4629,36.8042,-0.0336914,109.68,-21.5454,-0.0957031,-19.6775,-17.5514,0,14.8887
-9.90417,27.2827,0.164551,-10.6403,27.8931,0.0170898,-54.4867,83.0078,-0.0532227,3.30139,-10.7422,-0.0317383,90.8075,-1.0376,-0.128906,95.7184,1.83105,-0.130859,84.4629,36.8042,-0.0336914,109.68,-21.5454,-0.0957031,-19.6775,-17.5514,0,14.8887
-9.90417,27.2827,0.164551,-10.6403,27.8931,0.0170898,-54.4867,83.0078,-0.0532227,3.30139,-10.7422,-0.0317383,90.8075,-1.0376,-0.125,95.7184,1.83105,-0.130371,84.4629,36.8042,-0.0336914,109.68,-21.5454,-0.101074,-19.4288,-17.5514,0,14.5468
-9.90417,27.2827,0.164551,-10.6403,27.8931,0.0170898,-54.4867,83.0078,-0.0532227,3.30139,-10.7422,-0.0317383,90.8075,-0.671387,-0.125,95.7184,1.83105,-0.130371,84.4629,36.8042,-0.0341797,109.68,-21.7285,-0.101074,-19.4055,-17.5825,0,14.5351
-9.90417,27.2827,0.164551,-10.6403,27.8931,0.0170898,-54.4867,83.0078,-0.0532227,3.30139,-10.7422,-0.0317383,90.802,-0.671387,-0.125,95.7513,1.58691,-0.130371,84.4629,36.8042,-0.0341797,109.68,-21.7285,-0.101074,-19.411,-17.5825,0,14.5351
-9.90417,31.0669,0.0449219,-10.6403,27.8931,0.0170898,-53.7122,82.7026,-0.104492,3.18604,-10.8032,-0.0947266,90.802,-0.671387,-0.125,95.7513,1.58691,-0.130371,84.4629,36.8042,-0.0341797,109.68,-21.7285,-0.101074,-19.411,-17.5825,0,14.5351
-9.90417,31.0669,0.0449219,-10.6403,27.8931,0.0170898,-53.7122,82.7026,-0.104492,3.18604,-10.8032,-0.0947266,90.802,-0.671387,-0.125,95.7513,1.58691,-0.130371,84.8309,36.8042,-0.0341797,109.46,-21.7285,-0.101074,-12.0361,-10.2076,0,14.5351
-9.90417,31.0669,0.0449219,-10.6403,27.8931,0.0170898,-53.7122,82.7026,-0.104492,3.18604,-10.8032,-0.0947266,90.802,-0.671387,-0.125,95.7513,1.58691,-0.130371,84.8309,36.8042,-0.0341797,109.46,-21.7285,-0.101074,-12.0361,-9.83958,0,13.9473
-9.90417,31.0669,0.0449219,-10.6403,27.8931,0.0170898,-53.7122,82.7026,-0.104492,3.18604,-10.8032,-0.0947266,90.802,-0.671387,-0.125,95.7513,1.58691,-0.130371,84.8309,36.8042,-0.0341797,109.46,-21.7285,-0.101074,-12.0361,-9.83958,0,13.9473
-9.33838,34.4849,0.0932617,-10.2393,31.8604,-0.0200195,-52.8827,83.6182,-0.0532227,3.07068,-10.9253,-0.0947266,90.802,-0.671387,-0.125,95.7513,1.58691,-0.131348,84.8309,36.8042,-0.0283203,109.46,-21.7285,-0.101074,-15.3311,-12.7616,0,16.0572
-9.33838,34.4849,0.0932617,-10.2393,31.8604,-0.0200195,-52.8827,83.6182,-0.0532227,3.07068,-10.9253,-0.0947266,90.802,-0.671387,-0.125,95.7513,1.40381,-0.131348,85.177,35.0952,-0.0283203,109.46,-21.7285,-0.101074,-15.3311,-12.7616,0,16.0572
-9.33838,34.4849,0.0932617,-10.2393,31.8604,-0.0200195,-52.8827,83.6182,-0.0532227,3.07068,-10.9253,-0.0947266,90.802,-0.671387,-0.125,95.7513,1.40381,-0.131348,85.177,35.0952,-0.0283203,109.46,-21.7285,-0.101074,-15.3311,-12.5243,0,15.7112
-9.33838,34.4849,0.0932617,-10.2393,31.8604,-0.0200195,-52.8827,83.6182,-0.0532227,3.07068,-10.9253,-0.0947266,90.802,-0.671387,-0.125,95.7788,1.28174,-0.134277,85.177,35.0952,-0.0283203,109.235,-22.2778,-0.105469,-15.3311,-12.5243,0,15.7112
-9.33838,34.4849,0.0932617,-10.2393,31.8604,-0.0200195,-52.8827,83.6182,-0.0532227,3.07068,-10.9253,-0.0947266,90.802,-0.671387,-0.125,95.8008,1.28174,-0.134277,85.177,35.0952,-0.0288086,109.235,-22.2778,-0.105469,-15.3311,-12.5243,0,15.4314
-9.33838,34.4849,0.0932617,-10.2393,31.8604,-0.0200195,-52.8827,83.6182,-0.0532227,3.07068,-10.9253,-0.0947266,90.802,-0.671387,-0.125,95.8008,1.28174,-0.134277,85.177,35.0952,-0.0288086,109.235,-22.2778,-0.105469,-15.3311,-12.5243,0,15.1712
-9.33838,34.4849,0.0932617,-10.2393,31.8604,-0.0200195,-52.8827,83.6182,-0.0532227,3.07068,-10.9253,-0.0947266,90.802,-0.671387,-0.125,95.8008,1.28174,-0.134277,85.177,35.0952,-0.0288086,109.235,-22.2778,-0.105469,-15.3311,-12.5554,0,15.1712
-9.03076,35.0952,0.23291,-8.9209,42.4194,0.0571289,-51.2787,84.5337,-0.0395508,2.82349,-11.4746,-0.0800781,90.8185,0.549316,-0.120117,95.8008,1.28174,-0.134277,85.5066,33.6914,-0.0288086,109.004,-23.4985,-0.117676,-23.8552,-21.2443,0,8.17243
-9.03076,35.0952,0.23291,-8.9209,42.4194,0.0571289,-51.2787,84.5337,-0.0395508,2.82349,-11.4746,-0.0800781,90.8185,0.549316,-0.120117,95.8008,1.28174,-0.132324,85.5066,33.6914,-0.0307617,108.757,-23.4985,-0.117676,-23.8552,-21.3687,0,7.92524
-8.33313,40.8325,0.102539,-8.45947,43.8843,-0.00439453,-50.4437,84.6558,-0.0419922,2.63123,-8.97217,-0.0957031,90.8405,1.2207,-0.131836,95.8228,1.09863,-0.128906,86.1163,31.25,-0.0356445,108.51,-23.3765,-0.0913086,-16.6021,-13.2908,0,12.5781
-8.33313,40.8325,0.102539,-8.45947,43.8843,-0.00439453,-50.4437,84.6558,-0.0419922,2.63123,-8.97217,-0.0957031,90.8405,1.2207,-0.131836,95.8612,0.976562,-0.138184,86.1163,31.25,-0.0356445,108.273,-23.4985,-0.0913086,-16.6021,-13.2908,0,12.3341
-8.33313,40.8325,0.102539,-8.45947,43.8843,-0.00439453,-50.4437,84.6558,-0.0419922,2.63123,-8.97217,-0.0957031,90.8405,1.34277,-0.131836,95.8612,0.976562,-0.138184,86.1163,31.25,-0.0356445,108.273,-23.4985,-0.0913086,-16.5833,-13.4734,0,12.3341
-8.33313,40.8325,0.102539,-8.45947,43.8843,-0.00439453,-50.4437,84.6558,-0.0419922,2.63123,-8.97217,-0.0957031,90.8514,1.34277,-0.135254,95.8612,0.976562,-0.129883,86.1163,28.3813,-0.0356445,108.273,-23.4985,-0.0913086,-16.8009,-13.4734,0,12.3341
-8.33313,40.8325,0.125488,-7.99805,43.8843,0.0483398,-49.6417,85.5713,-0.0419922,2.63123,-7.01904,-0.0107422,90.8514,1.34277,-0.135254,95.8612,0.976562,-0.129883,86.1163,28.3813,-0.0356445,108.273,-23.4985,-0.0913086,-16.8009,-13.4734,0,12.3341
-8.33313,40.8325,0.125488,-7.99805,43.8843,0.0483398,-49.6417,85.5713,-0.0419922,2.63123,-7.01904,-0.0107422,90.8514,1.34277,-0.135254,95.8612,0.976562,-0.129883,86.1163,28.3813,-0.0356445,108.273,-23.4985,-0.0913086,-18.2619,-14.9344,0,8.97696
-8.33313,40.8325,0.125488,-7.99805,43.8843,0.0483398,-49.6417,85.5713,-0.0419922,2.63123,-7.01904,-0.0107422,90.8679,1.34277,-0.135254,95.8612,0.915527,-0.129883,86.391,28.3813,-0.0356445,108.273,-23.4985,-0.0986328,-18.2454,-14.6597,0,8.23603
-8.33313,40.8325,0.125488,-7.99805,43.8843,0.0483398,-49.6417,85.5713,-0.0419922,2.63123,-7.01904,-0.0107422,90.8679,1.34277,-0.135254,95.8612,0.915527,-0.129883,86.391,28.3813,-0.0356445,108.273,-23.4985,-0.0986328,-18.2454,-14.6597,0,8.23603
-7.96509,42.9077,0.151855,-7.53113,44.7998,0.0629883,-48.7793,85.5713,-0.0649414,2.47193,-7.62939,-0.081543,90.8789,1.52588,-0.125488,95.8777,0.915527,-0.123047,86.6602,26.1841,-0.0576172,108.026,-24.0479,-0.0986328,-17.6011,-15.9292,0,7.93189
-7.96509,42.9077,0.151855,-7.53113,44.7998,0.0629883,-48.7793,85.5713,-0.0649414,2.47193,-7.62939,-0.081543,90.8789,1.52588,-0.125488,95.8777,0.915527,-0.123047,86.6602,26.1841,-0.0576172,108.026,-24.0479,-0.0986328,-19.4118,-17.7399,0,6.94106
-7.96509,42.9077,0.151855,-7.53113,44.7998,0.0629883,-48.7793,85.5713,-0.0649414,2.47193,-7.62939,-0.081543,90.8789,1.52588,-0.125488,95.8777,0.915527,-0.123047,86.6602,26.1841,-0.0576172,108.026,-24.0479,-0.0986328,-19.4118,-17.7399,0,6.69387
-7.96509,42.9077,0.151855,-7.53113,44.7998,0.0629883,-48.7793,85.5713,-0.0649414,2.47193,-7.62939,-0.081543,90.8789,1.52588,-0.125488,95.8777,0.915527,-0.123047,86.6602,26.1841,-0.0576172,108.026,-24.0479,-0.0986328,-19.4118,-17.7399,0,6.69387
-7.96509,42.9077,0.151855,-7.53113,44.7998,0.0629883,-48.7793,85.5713,-0.0649414,2.47193,-7.62939,-0.081543,90.8844,1.52588,-0.121582,95.8777,0.854492,-0.123047,86.9348,26.9165,-0.0581055,108.026,-24.0479,-0.0986328,-19.1576,-17.7399,0,6.69387
-7.96509,42.9077,0.151855,-7.53113,44.7998,0.0629883,-48.7793,85.5713,-0.0649414,2.47193,-7.62939,-0.081543,90.8844,1.52588,-0.121582,95.8777,0.854492,-0.123047,86.9348,26.9165,-0.0581055,108.026,-24.0479,-0.0986328,-19.1576,-17.4497,0,6.41921
-6.79504,46.3867,0.116211,-6.06445,55.1147,-0.0112305,-46.3184,83.4351,-0.0629883,2.3346,-6.83594,-0.0825195,90.8844,1.52588,-0.121582,95.9161,0.976562,-0.128906,87.2095,26.9165,-0.0683594,108.026,-24.0479,-0.0986328,-17.1099,-15.7802,0,10.2128
-6.79504,46.3867,0.116211,-6.06445,55.1147,-0.0112305,-46.3184,83.4351,-0.0629883,2.3346,-6.83594,-0.0825195,90.8844,1.52588,-0.120605,95.9161,0.976562,-0.128906,87.4786,26.9165,-0.0683594,107.526,-26.3672,-0.161621,-17.1099,-15.7802,0,10.2128
-6.79504,46.3867,0.116211,-6.06445,55.1147,-0.0112305,-46.3184,83.4351,-0.0629883,2.3346,-6.83594,-0.0825195,90.8844,1.52588,-0.120605,95.9161,0.976562,-0.128906,87.4786,26.9165,-0.0683594,107.526,-26.3672,-0.161621,-17.0477,-15.511,0,5.28614
-6.47644,41.8701,0.116211,-6.06445,58.6548,0.059082,-45.4504,82.3975,-0.0546875,2.26319,-6.53076,-0.0512695,90.8844,1.52588,-0.120605,95.9216,1.09863,-0.130859,87.4786,26.9165,-0.0498047,106.977,-27.771,-0.169922,-16.7602,-15.2235,0,0
-6.47644,41.8701,0.116211,-6.06445,58.6548,0.059082,-45.4504,82.3975,-0.0546875,2.26319,-6.53076,-0.0512695,90.8844,1.52588,-0.120605,95.9216,1.09863,-0.130859,87.4786,26.9165,-0.0498047,106.977,-27.771,-0.169922,-16.7602,-15.2235,0,0
-6.47644,41.8701,0.116211,-6.06445,58.6548,0.059082,-45.4504,82.3975,-0.0546875,2.26319,-6.53076,-0.0512695,90.8844,1.52588,-0.120605,95.9216,1.09863,-0.130859,87.4786,26.9165,-0.0498047,106.977,-27.771,-0.169922,-16.7602,-14.0422,0,0
-6.47644,41.8701,0.116211,-6.06445,58.6548,0.059082,-45.4504,82.3975,-0.0546875,2.26319,-6.53076,-0.0512695,90.8844,1.52588,-0.120605,95.9216,1.09863,-0.130859,87.4786,26.9165,-0.0498047,106.977,-27.771,-0.169922,-16.7602,-14.0422,0,0
-6.47644,41.8701,0.116211,-6.06445,58.6548,0.059082,-45.4504,82.3975,-0.0546875,2.26319,-6.53076,-0.0512695,90.8844,1.52588,-0.120605,95.9216,1.09863,-0.130859,87.4786,26.9165,-0.0498047,106.977,-27.771,-0.169922,-16.7602,-14.0422,0,0
-6.47644,41.8701,0.116211,-6.06445,58.6548,0.059082,-45.4504,82.3975,-0.0546875,2.26319,-6.53076,-0.0512695,90.8844,1.52588,-0.120605,95.9216,1.09863,-0.130859,87.4786,26.9165,-0.0498047,106.977,-27.771,-0.169922,-16.7602,-14.0422,0,0
-6.27869,37.3535,0.154297,-5.65247,64.4531,-0.0742188,-44.5551,81.3599,-0.027832,2.18079,-7.75146,-0.0581055,90.8844,1.52588,-0.120605,95.9216,1.09863,-0.128906,87.4786,26.9165,-0.0498047,106.977,-27.771,-0.169922,-16.7602,-14.0422,0,0
-6.29517,31.4941,0.124512,-5.29541,64.4531,-0.0825195,-44.5551,79.834,-0.102051,2.09839,-7.32422,-0.0288086,90.9009,1.28174,-0.125977,95.9491,1.46484,-0.125,88.028,28.0151,-0.0322266,106.378,-29.7241,-0.158691,-16.9691,-12.1718,0,7.50546
-6.29517,31.4941,0.124512,-5.29541,64.4531,-0.0825195,-44.5551,79.834,-0.102051,2.09839,-7.32422,-0.0288086,90.9009,1.28174,-0.125977,95.9491,1.46484,-0.125,88.028,28.0151,-0.0322266,106.378,-29.7241,-0.158691,-16.9691,-12.1718,0,7.50546
-6.29517,31.4941,0.124512,-5.29541,64.4531,-0.0825195,-44.5551,79.834,-0.102051,2.09839,-7.32422,-0.0288086,90.9009,1.28174,-0.125977,95.9491,1.58691,-0.125,88.028,28.0151,-0.0322266,106.378,-29.7241,-0.158691,-16.9691,-12.1718,0,7.50546
-6.29517,31.4941,0.124512,-5.29541,64.4531,-0.0825195,-44.5551,79.834,-0.102051,2.09839,-7.32422,-0.0288086,90.9009,1.28174,-0.125977,95.9656,1.58691,-0.125,88.028,27.3438,-0.0322266,106.378,-29.7241,-0.158691,-16.9691,-12.2145,0,7.50546
-6.29517,31.4941,0.124512,-5.29541,64.4531,-0.0825195,-44.5551,79.834,-0.102051,2.09839,-7.32422,-0.0288086,90.9009,1.2207,-0.130859,95.9656,1.58691,-0.125,88.3026,27.3438,-0.0322266,106.378,-30.6396,-0.128906,-17.2838,-11.9399,0,9.12698
-6.32812,18.5547,0.0205078,-4.54834,50.1709,-0.486328,-42.9016,81.665,-0.0805664,2.09839,-7.32422,-0.0527344,90.9009,1.2207,-0.130859,95.9656,1.58691,-0.125,88.3026,27.3438,-0.0322266,106.378,-30.6396,-0.128906,-17.2838,-11.9399,0,9.0687
-6.32812,18.5547,0.0205078,-4.54834,50.1709,-0.486328,-42.9016,81.665,-0.0805664,2.09839,-7.32422,-0.0527344,90.9009,1.2207,-0.131348,95.9656,1.58691,-0.125,88.3026,27.3438,-0.0322266,106.378,-30.6396,-0.128906,-9.83897,-4.49503,24.9746,35.6852
-5.80078,20.813,0.148438,-3.91663,26.3672,-0.0717773,-41.8854,84.6558,0.00683594,2.02698,-1.34277,-0.0961914,90.9009,1.2207,-0.131348,95.9656,1.58691,-0.125,88.3026,27.3438,-0.0322266,106.378,-30.6396,-0.128906,-9.87006,-4.49503,24.9746,35.6852
-5.42725,17.7612,0.280762,-3.72986,17.5171,0.0449219,-40.0287,88.9893,-0.0761719,2.05994,4.21143,-0.103027,90.8899,1.2207,-0.141113,96.015,2.38037,-0.144531,89.4507,31.4331,0.0839844,104.977,-29.48,-0.111816,-27.0205,-12.2062,0,2.55654
-5.42725,17.7612,0.280762,-3.72986,17.5171,0.0449219,-40.0287,88.9893,-0.0761719,2.05994,4.21143,-0.103027,90.8899,1.2207,-0.141113,96.015,2.38037,-0.144531,89.4507,31.4331,0.0839844,104.977,-29.48,-0.111816,-27.0205,-12.2062,0,2.55654
-5.42725,17.7612,0.230957,-3.67493,13.1836,0.107422,-39.0454,91.6138,-0.0493164,2.12586,7.08008,-0.148438,90.8899,0.854492,-0.150391,96.015,2.38037,-0.141113,89.4507,31.4331,0.0839844,104.977,-29.48,-0.111816,-27.0205,-12.2062,0,2.55654
-5.42725,17.7612,0.230957,-3.67493,13.1836,0.107422,-39.0454,91.6138,-0.0493164,2.12586,7.08008,-0.148438,90.8899,0.854492,-0.150391,96.015,2.38037,-0.141113,89.4507,31.4331,0.0839844,104.977,-29.48,-0.111816,-24.4638,-9.03551,0,0
-5.42725,17.7612,0.230957,-3.67493,13.1836,0.107422,-39.0454,91.6138,-0.0493164,2.12586,7.08008,-0.148438,90.8899,0.854492,-0.150391,96.015,2.50244,-0.141113,89.4507,31.6162,0.12793,104.977,-29.48,-0.0996094,-24.4638,-6.22621,0,0
-5.42725,17.7612,0.230957,-3.67493,13.1836,0.107422,-39.0454,91.6138,-0.0493164,2.12586,7.08008,-0.148438,90.8899,0.854492,-0.150391,96.0315,2.50244,-0.141113,89.7198,31.6162,0.12793,104.977,-24.9023,-0.0996094,-24.4638,-5.95704,0,0
-5.42725,17.7612,0.230957,-3.67493,13.1836,0.107422,-39.0454,91.6138,-0.0493164,2.12586,7.08008,-0.148438,90.8899,0.488281,-0.155762,96.059,2.56348,-0.132324,89.9615,30.8228,0.156738,104.362,-20.6909,-0.0986328,-24.829,-3.93184,0,0
-5.40527,18.0054,0.0766602,-3.65845,11.9019,-0.0761719,-37.1228,95.3979,-0.0751953,2.3291,10.8643,-0.0444336,90.8899,0.12207,-0.154297,96.059,2.56348,-0.132324,89.9615,30.8228,0.156738,104.362,-20.6909,-0.0986328,-14.9518,5.87546,0.999798,10.8958
-5.40527,18.0054,0.0766602,-3.65845,11.9019,-0.0761719,-37.1228,95.3979,-0.0751953,2.3291,10.8643,-0.0444336,90.8899,0.12207,-0.154297,96.059,2.56348,-0.132324,89.9615,30.8228,0.156738,104.362,-19.043,-0.12207,-14.9518,5.87546,0.999798,9.50864
-5.40527,18.0054,0.0766602,-3.65845,11.9019,-0.0761719,-37.1228,95.3979,-0.0751953,2.3291,10.8643,-0.0444336,90.8899,0.12207,-0.154297,96.059,2.56348,-0.12793,89.9615,30.8228,0.156738,104.066,-19.043,-0.12207,-14.9518,5.87546,1.27956,9.21201
-5.40527,18.0054,0.0766602,-3.65845,11.9019,-0.0761719,-37.1228,95.3979,-0.0751953,2.3291,10.8643,-0.0444336,90.8899,0.12207,-0.140625,96.059,2.56348,-0.12793,89.9615,30.8228,0.156738,104.066,-19.043,-0.12207,-14.0814,5.87546,1.27956,9.21201
-5.40527,18.0054,0.0766602,-3.65845,11.9019,-0.0761719,-37.1228,95.3979,-0.0751953,2.3291,10.8643,-0.0444336,90.8899,0.12207,-0.140625,96.059,2.56348,-0.12793,89.9615,30.8228,0.153809,104.066,-19.043,-0.12207,-14.0814,5.68895,1.27956,9.21201
-5.40527,18.0054,0.0766602,-3.65845,11.9019,-0.0761719,-37.1228,95.3979,-0.0751953,2.3291,10.8643,-0.0444336,90.8899,0.12207,-0.140625,96.059,2.56348,-0.12793,89.9615,30.8228,0.153809,104.066,-19.043,-0.12207,-14.0814,5.68895,1.27956,9.21201
-5.40527,18.0054,0.0766602,-3.65845,11.9019,-0.0761719,-37.1228,95.3979,-0.0751953,2.3291,10.8643,-0.0444336,90.8899,-0.305176,-0.140625,96.059,2.56348,-0.12793,89.9615,27.832,0.153809,104.066,-19.043,-0.132812,-14.1086,5.49855,1.27956,8.52814
-5.40527,16.5405,0.0766602,-3.60901,12.085,-0.141602,-37.1228,95.3979,0.00244141,2.3291,10.8643,-0.0444336,90.8844,-0.305176,-0.140625,96.0864,2.56348,-0.12793,89.9615,27.832,0.153809,103.769,-18.7378,-0.132812,-14.1141,5.49855,1.28506,8.54757
-5.40527,16.5405,0.0766602,-3.60901,12.085,-0.141602,-37.1228,95.3979,0.00244141,2.3291,10.8643,-0.0444336,90.8844,-0.305176,-0.140625,96.0864,2.56348,-0.120117,90.1593,27.832,0.123047,103.769,-18.7378,-0.132812,-14.0208,5.59181,5.46625,12.4047
-5.40527,16.5405,0.0766602,-3.60901,12.085,-0.141602,-37.1228,95.3979,0.00244141,2.3291,10.8643,-0.0444336,90.8844,-0.305176,-0.140625,96.0864,2.56348,-0.120117,90.1593,27.832,0.123047,103.769,-18.7378,-0.132812,-14.0208,3.83121,5.96361,12.2069
-5.40527,16.5405,0.0766602,-3.60901,12.085,-0.141602,-37.1228,95.3979,0.00244141,2.3291,10.8643,-0.0444336,90.8844,-0.305176,-0.140625,96.0864,2.56348,-0.120117,90.1593,27.832,0.123047,103.769,-18.7378,-0.132812,-14.0208,3.83121,5.96361,12.2069
-5.50964,12.0239,0.207031,-3.52661,9.8877,0.0522461,-35.2936,89.4775,0.00537109,2.48841,6.83594,-0.0395508,90.8899,-0.427246,-0.102051,96.1523,1.70898,-0.107422,90.4065,19.043,0.0610352,103.5,-18.1274,-0.0961914,-19.5795,-8.44106,0,1.85994
-5.50964,12.0239,0.207031,-3.52661,9.8877,0.0522461,-35.2936,89.4775,0.00537109,2.48841,6.83594,-0.0395508,90.8899,-0.427246,-0.102051,96.1523,1.70898,-0.107422,90.4065,19.043,0.0610352,103.5,-18.1274,-0.0961914,-19.5795,-8.44106,0,1.85994
-5.50964,12.0239,0.207031,-3.52661,9.8877,0.0522461,-35.2936,89.4775,0.00537109,2.48841,6.83594,-0.0395508,90.8899,-0.427246,-0.102051,96.1908,1.70898,-0.107422,90.4065,19.043,0.0610352,103.5,-16.9678,-0.0961914,-19.5795,-8.44106,0,1.93376
-5.65796,9.82666,0.174805,-3.44421,7.14111,-0.0131836,-32.6843,85.022,0.0532227,2.5763,1.95312,-0.0507812,90.9283,-0.854492,-0.0634766,96.2512,0.183105,-0.102051,90.6042,10.8643,0.0209961,102.89,-13.916,-0.102051,-14.9211,-9.12146,0,5.28777
-5.73486,7.93457,0.219727,-3.36182,6.7749,0.00634766,-31.8384,84.3506,-0.137695,2.54334,3.479,-0.0795898,90.9283,-0.854492,-0.059082,96.2787,0.183105,-0.100098,90.6427,8.54492,-0.00585938,102.742,-12.9395,-0.102051,-17.3807,-13.6797,0,3.94309
-5.73486,7.93457,0.219727,-3.36182,6.7749,0.00634766,-31.8384,84.3506,-0.137695,2.54334,3.479,-0.0795898,90.9283,-0.854492,-0.059082,96.2787,0.183105,-0.100098,90.6427,8.54492,-0.00585938,102.742,-12.9395,-0.102051,-17.3807,-13.6797,0,3.94309
-5.73486,7.93457,0.219727,-3.36182,6.7749,0.00634766,-31.8384,84.3506,-0.137695,2.54334,3.479,-0.0795898,90.9283,-0.854492,-0.059082,96.2787,0.183105,-0.100098,90.6427,8.54492,-0.00585938,102.742,-12.9395,-0.102051,-17.3807,-13.6797,0,3.94309
-5.73486,7.93457,0.219727,-3.36182,6.7749,0.00634766,-31.8384,84.3506,-0.137695,2.54334,3.479,-0.0795898,90.9283,-0.854492,-0.059082,96.2787,-0.366211,-0.100098,90.6427,8.54492,-0.00585938,102.742,-12.9395,-0.0878906,-17.3807,-13.6797,0,4.84455
-5.82275,6.7749,0.244629,-3.33435,5.98145,0.019043,-31.0034,81.9702,-0.216797,2.47742,-0.183105,-0.145996,90.9338,-0.976562,-0.059082,96.3007,-0.366211,-0.100098,90.6976,7.50732,-0.0131836,102.61,-12.0239,-0.0878906,-18.8945,-15.6686,0,3.95837
