Exoskeleton_Left_Thigh (Ang),Exoskeleton_Left_Thigh (Vel),Exoskeleton_Left_Thigh (Acc),Exoskeleton_Left_Calf (Ang),Exoskeleton_Left_Calf (Vel),Exoskeleton_Left_Calf (Acc),Exoskeleton_Right_Thigh (Ang),Exoskeleton_Right_Thigh (Vel),Exoskeleton_Right_Thigh (Acc),Exoskeleton_Right_Calf (Ang),Exoskeleton_Right_Calf (Vel),Exoskeleton_Right_Calf (Acc),Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Force_Left_Thigh,Force_Left_Calf,Force_Right_Thigh,Force_Right_Calf,Angle_Driver_LT (Output),Angle_Driver_LC (Output),Angle_Driver_RT (Output),Angle_Driver_RC (Output)
5.52063,-14.6484,0.174805,8.23425,5.12695,0.101562,-0.0823975,-1.28174,0.0561523,0.472412,-0.915527,-0.0195312,-3.22449,-15.3809,-0.0708008,3.1311,-0.488281,0.0625,2.005,-1.64795,-0.0273438,2.03796,-1.34277,-0.577637,97,10,-186,-1,-3.80425,3.12215,6.37848,0
5.52063,-14.6484,0.174805,8.23425,5.12695,0.101562,-0.0823975,-1.28174,0.0561523,0.472412,-0.915527,-0.0195312,-3.22449,-15.3809,-0.0708008,3.1311,-0.488281,0.0625,2.005,-1.64795,-0.0273438,2.03796,-1.34277,-0.577637,97,10,-186,-1,-3.80425,3.12215,6.37848,0
5.15259,-15.9302,0.191895,8.45947,3.72314,0.106934,-0.065918,-2.31934,0.0664062,0.455933,-1.77002,-0.0195312,-3.51562,-14.6484,-0.0478516,3.1311,-0.488281,0.0625,1.99951,-1.70898,-0.0219727,1.99402,-2.50244,-0.563477,94,18,-96,-1,-4.06633,2.60732,6.72319,0
5.15259,-15.9302,0.191895,8.45947,3.72314,0.106934,-0.065918,-2.31934,0.0664062,0.455933,-1.77002,-0.0195312,-3.51562,-14.6484,-0.0478516,3.1311,-0.488281,0.0625,1.99951,-1.70898,-0.0219727,1.96655,-2.50244,-0.563477,94,18,-96,-1,-4.06633,2.60732,6.72319,0
5.15259,-15.9302,0.191895,8.45947,3.72314,0.106934,-0.065918,-2.31934,0.0664062,0.455933,-1.77002,-0.0195312,-3.51562,-14.6484,-0.0478516,3.1311,-0.488281,0.0625,1.99951,-1.70898,-0.0219727,1.96655,-2.50244,-0.563477,94,18,-96,-1,-4.06633,2.60732,6.72319,0
5.15259,-15.9302,0.191895,8.45947,3.72314,0.106934,-0.065918,-2.31934,0.0664062,0.455933,-1.77002,-0.0195312,-3.51562,-14.6484,-0.0478516,3.1311,-0.488281,0.0625,1.99951,-1.70898,-0.0219727,1.96655,-2.50244,-0.563477,94,18,-96,-1,-4.06633,2.60732,6.72319,0
5.15259,-15.9302,0.191895,8.45947,3.72314,0.106934,-0.065918,-2.31934,0.0664062,0.455933,-1.77002,-0.0195312,-3.64197,-14.3433,-0.0478516,3.1311,-0.488281,0.0625,2.02148,-1.0376,-0.0141602,1.96655,-2.50244,-0.563477,74,12,-84,1,-4.07633,2.56483,6.81515,0
5.15259,-15.9302,0.191895,8.45947,3.72314,0.106934,-0.065918,-2.31934,0.0664062,0.455933,-1.77002,-0.0195312,-3.64197,-14.3433,-0.0478516,3.1311,-0.488281,0.0625,2.02148,-1.0376,-0.0141602,1.96655,-3.23486,-0.56543,74,12,-84,1,-4.07633,2.56483,6.81515,0
5.04272,-15.9302,0.191406,8.5199,3.17383,0.124023,-0.065918,-2.74658,0.0654297,0.450439,-2.2583,-0.015625,-3.64197,-14.0381,-0.027832,3.1311,-0.488281,0.0625,2.02148,-1.09863,-0.0112305,1.93909,-3.23486,-0.56543,74,12,-84,1,-4.07341,2.56468,6.81732,0
5.04272,-15.9302,0.191406,8.5199,3.17383,0.124023,-0.065918,-2.74658,0.0654297,0.450439,-2.2583,-0.015625,-3.76831,-14.0381,-0.027832,3.1311,-0.488281,0.0625,2.04895,-1.09863,-0.0112305,1.93909,-3.23486,-0.56543,89,16,-98,0,-4.19975,2.59214,6.94366,0
5.04272,-15.9302,0.191406,8.5199,3.17383,0.124023,-0.065918,-2.74658,0.0654297,0.450439,-2.2583,-0.015625,-3.76831,-14.3433,-0.0209961,3.1311,-0.488281,0.0625,2.05994,-2.50244,-0.0166016,1.90063,-3.90625,-0.575195,89,16,-98,0,-4.28705,2.67499,6.96658,0
5.04272,-15.9302,0.191406,8.5199,3.17383,0.124023,-0.065918,-2.74658,0.0654297,0.450439,-2.2583,-0.015625,-3.90015,-14.3433,-0.0209961,3.1311,-0.488281,0.0625,2.05994,-2.50244,-0.0166016,1.86218,-4.63867,-0.575195,57,13,-86,-1,-4.41889,2.67499,7.09842,0
5.04272,-15.9302,0.191406,8.5199,3.17383,0.124023,-0.065918,-2.74658,0.0654297,0.450439,-2.2583,-0.015625,-3.90015,-14.3433,-0.0209961,3.1311,-0.488281,0.0625,2.05994,-2.50244,-0.0166016,1.86218,-4.63867,-0.575195,57,13,-86,-1,-4.41889,2.67499,7.09842,0
5.04272,-15.9302,0.191406,8.5199,3.17383,0.124023,-0.065918,-2.74658,0.0654297,0.450439,-2.2583,-0.015625,-4.03748,-14.5264,-0.0253906,3.1311,-0.488281,0.0625,2.05444,-3.479,-0.027832,1.86218,-4.63867,-0.575195,57,13,-86,-1,-4.37417,2.59451,7.21856,0
5.04272,-15.9302,0.191406,8.5199,3.17383,0.124023,-0.065918,-2.74658,0.0654297,0.450439,-2.2583,-0.015625,-4.03748,-14.5264,-0.027832,3.1311,-0.488281,0.0625,2.05444,-3.479,-0.0253906,1.81824,-5.37109,-0.573242,66,19,-89,0,-4.42588,2.61184,7.25293,0
4.6582,-15.8081,0.197754,8.76709,0.671387,0.14209,-0.142822,-4.15039,0.0605469,0.357056,-4.39453,-0.0224609,-4.16382,-14.2822,-0.027832,3.1311,-0.488281,0.0625,2.04346,-3.84521,-0.0253906,1.81824,-5.37109,-0.573242,54,9,-82,-1,-4.48313,2.55758,7.33528,0
4.57031,-15.2588,0.1875,8.83301,0.488281,0.15625,-0.181274,-4.15039,0.065918,0.31311,-4.76074,-0.0180664,-4.27368,-12.6343,-0.0673828,3.1311,-0.488281,0.0625,2.02148,-4.39453,-0.00585938,1.7688,-6.34766,-0.562012,55,19,-98,0,-4.5941,2.62269,7.50268,0
4.57031,-15.2588,0.1875,8.83301,0.488281,0.15625,-0.181274,-4.15039,0.065918,0.31311,-4.76074,-0.0180664,-4.27368,-12.6343,-0.0673828,3.1311,-0.488281,0.0625,1.98853,-4.39453,-0.00585938,1.71387,-6.34766,-0.562012,55,19,-98,0,-4.5941,2.58973,7.50268,0
4.422,-13.6719,0.182129,8.90991,0.732422,0.151855,-0.22522,-4.15039,0.0571289,0.263672,-5.06592,-0.0195312,-4.53735,-11.4136,-0.065918,3.1311,-0.488281,0.0625,1.89514,-4.69971,-0.0205078,1.59302,-6.65283,-0.571289,29,10,-86,0,-4.69905,2.44487,7.7652,0
4.422,-13.6719,0.182129,8.90991,0.732422,0.151855,-0.22522,-4.15039,0.0571289,0.263672,-5.06592,-0.0195312,-4.53735,-11.4136,-0.065918,3.1311,-0.488281,0.0625,1.89514,-4.69971,-0.0205078,1.59302,-6.40869,-0.582031,29,10,-86,0,-4.69905,2.44487,7.7652,0
4.422,-13.6719,0.182129,8.90991,0.732422,0.151855,-0.22522,-4.15039,0.0571289,0.263672,-5.06592,-0.0195312,-4.53735,-11.4136,-0.065918,3.1311,-0.488281,0.0625,1.89514,-4.69971,-0.0205078,1.59302,-6.40869,-0.582031,29,10,-86,0,-4.71051,2.41622,7.71364,0
4.422,-13.6719,0.182129,8.90991,0.732422,0.151855,-0.22522,-4.15039,0.0571289,0.263672,-5.06592,-0.0195312,-4.53735,-11.4136,-0.065918,3.1311,-0.488281,0.0625,1.89514,-4.69971,-0.0205078,1.53259,-6.40869,-0.582031,29,10,-86,0,-4.71051,2.41622,7.71364,0
4.35608,-12.9395,0.194824,9.0802,1.52588,0.139648,-0.307617,-3.90625,0.0473633,0.164795,-5.18799,-0.0234375,-4.70764,-10.8032,-0.0375977,3.1311,-0.488281,0.0625,1.75781,-4.63867,-0.034668,1.47766,-5.79834,-0.583496,58,16,-89,1,-5.04676,2.2907,7.91446,0
4.2627,-11.4746,0.188477,9.29993,2.86865,0.148438,-0.379028,-3.78418,0.0454102,0.065918,-5.18799,-0.03125,-4.70764,-9.21631,-0.034668,3.1311,-0.488281,0.0625,1.75781,-4.3335,-0.0390625,1.42273,-5.06592,-0.581543,58,10,-91,3,-5.04553,2.29562,7.87188,0
4.22974,-10.7422,0.185547,9.43176,3.84521,0.151855,-0.41748,-3.96729,0.0454102,0.0164795,-5.31006,-0.03125,-4.76257,-9.21631,-0.034668,3.1311,-0.488281,0.0625,1.69739,-4.3335,-0.0390625,1.37329,-4.39453,-0.586426,79,20,-85,0,-5.22481,2.19679,7.97832,0
4.22974,-10.7422,0.185547,9.43176,3.84521,0.151855,-0.41748,-3.96729,0.0454102,0.0164795,-5.31006,-0.03125,-4.76257,-9.21631,-0.034668,3.1311,-0.488281,0.0625,1.69739,-4.3335,-0.0390625,1.37329,-4.39453,-0.586426,79,20,-85,0,-5.22481,2.19679,7.97832,0
4.22974,-10.7422,0.185547,9.43176,3.84521,0.151855,-0.41748,-3.96729,0.0454102,0.0164795,-5.31006,-0.03125,-4.76257,-9.21631,-0.034668,3.1311,-0.488281,0.0625,1.69739,-4.3335,-0.0351562,1.37329,-4.39453,-0.586426,79,20,-85,0,-5.22481,2.19702,7.97832,0
4.22974,-10.7422,0.185547,9.43176,3.84521,0.151855,-0.41748,-3.96729,0.0454102,0.0164795,-5.31006,-0.03125,-4.79553,-5.61523,-0.0429688,3.1311,-0.488281,0.0625,1.63696,-3.41797,-0.0302734,1.32935,-3.78418,-0.575684,65,13,-86,-1,-5.16514,2.14442,7.97117,0
4.22974,-10.7422,0.185547,9.43176,3.84521,0.151855,-0.41748,-3.96729,0.0454102,0.0164795,-5.31006,-0.03125,-4.79553,-5.61523,-0.0429688,3.1311,-0.488281,0.0625,1.63696,-3.41797,-0.0302734,1.32935,-3.78418,-0.575684,65,13,-86,-1,-5.1574,2.14785,7.97117,0
4.20227,-9.33838,0.182129,9.73389,5.85938,0.146484,-0.499878,-4.39453,0.0429688,-0.0933838,-5.5542,-0.0283203,-4.80652,-5.61523,-0.0429688,3.1311,-0.488281,0.0625,1.58752,-3.41797,-0.0302734,1.32935,-3.78418,-0.575684,74,18,-87,-2,-5.16839,2.09841,7.98216,0
4.22974,-6.95801,0.172363,10.0854,8.78906,0.106934,-0.598755,-5.12695,0.0439453,-0.20874,-5.43213,-0.0302734,-4.80103,-2.68555,-0.0605469,3.1311,-0.488281,0.0625,1.46118,-3.84521,-0.0185547,1.2085,-3.2959,-0.581055,68,14,-84,0,-5.18523,1.9379,7.95664,0
4.22974,-6.95801,0.166016,10.2722,8.78906,0.106934,-0.653687,-5.12695,0.0439453,-0.263672,-5.43213,-0.0317383,-4.77905,-1.46484,-0.0576172,3.1311,-0.488281,0.0625,1.43921,-2.68555,-0.03125,1.16455,-3.84521,-0.584473,72,20,-93,-1,-5.17865,1.97378,7.96905,0
4.22974,-6.95801,0.166016,10.2722,8.78906,0.106934,-0.653687,-5.12695,0.0439453,-0.263672,-5.43213,-0.0317383,-4.77905,-1.46484,-0.0576172,3.1311,-0.488281,0.0625,1.43921,-2.68555,-0.03125,1.1261,-3.84521,-0.584473,72,20,-93,-1,-5.17865,1.97378,7.96905,0
4.22974,-6.95801,0.166016,10.2722,8.78906,0.106934,-0.653687,-5.12695,0.0439453,-0.263672,-5.43213,-0.0317383,-4.77905,-1.46484,-0.0595703,3.1311,-0.488281,0.0625,1.43921,-2.68555,-0.0361328,1.1261,-3.84521,-0.584473,72,20,-93,-1,-5.17865,1.97378,7.96905,0
4.22974,-6.95801,0.166016,10.2722,8.78906,0.106934,-0.653687,-5.12695,0.0439453,-0.263672,-5.43213,-0.0317383,-4.77905,-1.46484,-0.0595703,3.1311,-0.488281,0.0625,1.43921,-2.68555,-0.0361328,1.1261,-3.84521,-0.584473,72,20,-93,-1,-5.17876,1.9735,7.96905,0
4.29016,-5.49316,0.167969,10.4645,9.8877,0.0908203,-0.703125,-5.61523,0.0419922,-0.318604,-5.43213,-0.0297852,-4.74609,-0.671387,-0.0595703,3.1311,-0.488281,0.0625,1.41724,-2.68555,-0.0361328,1.1261,-3.84521,-0.584473,72,20,-93,-1,-5.17422,1.95153,7.96905,0
4.29016,-5.49316,0.167969,10.4645,9.8877,0.0908203,-0.703125,-5.61523,0.0419922,-0.318604,-5.43213,-0.0297852,-4.74609,-0.671387,-0.0595703,3.1311,-0.488281,0.0625,1.41724,-2.68555,-0.0361328,1.1261,-3.84521,-0.584473,72,20,-93,-1,-5.14592,1.94687,7.93351,0
4.38354,-4.08936,0.168945,10.882,10.9863,0.0859375,-0.791016,-5.79834,0.0488281,-0.422974,-5.7373,-0.03125,-4.6582,0.549316,-0.0429688,3.1311,-0.488281,0.0625,1.3678,-3.78418,-0.0302734,1.0437,-4.27246,-0.57959,71,19,-101,0,-5.09585,1.95307,7.87789,0
4.38354,-4.08936,0.168945,10.882,10.9863,0.0859375,-0.791016,-5.79834,0.0488281,-0.422974,-5.7373,-0.03125,-4.6582,0.549316,-0.0429688,3.1311,-0.488281,0.0625,1.3678,-3.78418,-0.0302734,1.0437,-4.27246,-0.57959,71,19,-101,0,-5.0519,1.92975,7.83395,0
4.43848,-3.17383,0.164062,11.3269,11.5356,0.0825195,-0.840454,-6.16455,0.0556641,-0.532837,-6.22559,-0.0224609,-4.60327,0.976562,-0.0415039,3.1311,-0.488281,0.0625,1.35132,-3.2959,-0.0380859,1.00525,-4.63867,-0.567383,81,18,-106,0,-5.02672,1.88335,7.73882,0
4.43848,-3.17383,0.164062,11.3269,11.5356,0.0825195,-0.840454,-6.16455,0.0556641,-0.532837,-6.22559,-0.0224609,-4.60327,0.976562,-0.0415039,3.1311,-0.488281,0.0625,1.35132,-3.2959,-0.0380859,1.00525,-5.00488,-0.567383,81,18,-106,0,-5.06109,1.93491,7.76747,0
4.43848,-3.17383,0.164062,11.3269,11.5356,0.0825195,-0.840454,-6.16455,0.0556641,-0.532837,-6.22559,-0.0224609,-4.54285,1.64795,-0.050293,3.1311,-0.488281,0.0625,1.34583,-3.41797,-0.027832,0.966797,-5.00488,-0.567383,81,18,-106,0,-4.99733,1.92931,7.70704,0
4.57581,-0.610352,0.159668,11.5521,12.2681,0.0839844,-0.955811,-6.16455,0.0522461,-0.598755,-6.40869,-0.0219727,-4.48242,2.50244,-0.0541992,3.1311,-0.488281,0.0625,1.31836,-4.5166,-0.0131836,0.928345,-5.49316,-0.566895,83,12,-104,2,-4.95812,1.87049,7.60796,0
4.57581,-0.610352,0.159668,11.5521,12.2681,0.0839844,-0.955811,-6.16455,0.0522461,-0.598755,-6.40869,-0.0219727,-4.48242,2.50244,-0.0595703,3.1311,-0.488281,0.0625,1.31836,-4.5166,-0.0161133,0.928345,-5.98145,-0.569336,109,15,-126,0,-5.1074,1.99637,7.62515,0
4.65271,0.854492,0.156738,11.7828,13.5498,0.0776367,-1.02173,-6.10352,0.0449219,-0.65918,-6.40869,-0.0283203,-4.4165,3.17383,-0.0595703,3.1311,-0.488281,0.0625,1.27991,-5.24902,-0.0161133,0.889893,-5.98145,-0.569336,109,15,-126,0,-5.04586,1.9455,7.55225,0
4.65271,0.854492,0.156738,11.7828,13.5498,0.0776367,-1.02173,-6.10352,0.0449219,-0.65918,-6.40869,-0.0283203,-4.4165,3.17383,-0.0595703,3.1311,-0.488281,0.0625,1.27991,-5.24902,-0.0161133,0.889893,-5.98145,-0.577148,100,16,-115,1,-5.04586,1.9455,7.55225,0
4.65271,0.854492,0.156738,11.7828,13.5498,0.0776367,-1.02173,-6.10352,0.0449219,-0.65918,-6.40869,-0.0283203,-4.4165,3.17383,-0.0595703,3.1311,-0.488281,0.0625,1.27991,-5.24902,-0.0161133,0.889893,-6.34766,-0.577148,100,16,-115,1,-4.9943,1.88248,7.55798,0
4.65271,0.854492,0.156738,11.7828,13.5498,0.0776367,-1.02173,-6.10352,0.0449219,-0.65918,-6.40869,-0.0283203,-4.4165,3.17383,-0.0595703,3.1311,-0.488281,0.0625,1.27991,-5.24902,-0.0161133,0.840454,-6.34766,-0.577148,100,16,-115,1,-4.9943,1.88248,7.55798,0
4.65271,0.854492,0.156738,11.7828,13.5498,0.0776367,-1.02173,-6.10352,0.0449219,-0.65918,-6.40869,-0.0283203,-4.35608,3.54004,-0.0546875,3.1311,-0.488281,0.0625,1.27991,-4.94385,-0.0288086,0.840454,-6.34766,-0.577148,107,15,-132,0,-4.9943,1.88248,7.55798,0
4.65271,0.854492,0.156738,11.7828,13.5498,0.0776367,-1.02173,-6.10352,0.0449219,-0.65918,-6.40869,-0.0283203,-4.35608,3.54004,-0.0546875,3.1311,-0.488281,0.0625,1.27991,-4.94385,-0.0288086,0.840454,-6.34766,-0.577148,107,15,-132,0,-4.93149,1.8835,7.49756,0
4.88892,3.54004,0.166992,12.4036,13.7329,0.0732422,-1.21399,-5.85938,0.0385742,-0.85144,-6.22559,-0.0366211,-4.25171,3.54004,-0.0361328,3.1311,-0.488281,0.0625,1.12061,-4.63867,-0.0219727,0.741577,-6.34766,-0.582031,93,23,-138,-2,-4.80193,1.71036,7.40385,0
4.96582,3.84521,0.167969,12.5848,13.3057,0.074707,-1.26892,-5.85938,0.0356445,-0.917358,-6.28662,-0.0366211,-4.25171,3.54004,-0.0361328,3.1311,-0.488281,0.0625,1.12061,-4.63867,-0.0219727,0.686646,-6.34766,-0.582031,93,23,-138,-2,-4.80193,1.84214,7.4325,0
4.96582,3.84521,0.167969,12.5848,13.3057,0.074707,-1.26892,-5.85938,0.0356445,-0.917358,-6.28662,-0.0366211,-4.25171,3.66211,-0.043457,3.1311,-0.488281,0.0625,1.12061,-4.27246,-0.0297852,0.686646,-6.34766,-0.582031,93,23,-138,-2,-4.80165,1.84379,7.4325,0
4.96582,3.84521,0.167969,12.5848,13.3057,0.081543,-1.26892,-5.85938,0.0371094,-0.917358,-6.28662,-0.0332031,-4.19678,3.66211,-0.043457,3.1311,-0.488281,0.0625,1.06567,-4.27246,-0.0297852,0.686646,-6.34766,-0.582031,93,23,-138,-2,-4.74852,1.78706,7.37954,0
4.96582,3.84521,0.167969,12.5848,13.3057,0.081543,-1.26892,-5.85938,0.0371094,-0.917358,-6.28662,-0.0332031,-4.19678,3.66211,-0.043457,3.1311,-0.488281,0.0625,1.06567,-4.27246,-0.0297852,0.686646,-6.16455,-0.583008,100,19,-127,-1,-4.78863,1.72403,7.35662,0
4.96582,4.27246,0.171875,12.9364,12.146,0.0874023,-1.40076,-5.67627,0.0395508,-0.983276,-6.40869,-0.034668,-4.12537,4.57764,-0.0390625,3.1311,-0.488281,0.0625,1.01074,-4.08936,-0.0463867,0.631714,-5.92041,-0.580078,85,22,-131,0,-4.62845,1.68944,7.3087,0
5.04272,4.27246,0.180664,12.9364,12.146,0.0874023,-1.40076,-5.67627,0.0395508,-1.04919,-6.40869,-0.034668,-4.12537,4.57764,-0.0263672,3.1311,-0.488281,0.0625,1.01074,-4.08936,-0.0463867,0.576782,-5.92041,-0.580078,85,22,-131,0,-4.62772,1.68944,7.3087,0
5.04272,4.27246,0.180664,12.9364,12.146,0.0874023,-1.40076,-5.67627,0.0395508,-1.04919,-6.40869,-0.034668,-4.12537,4.63867,-0.0263672,3.1311,-0.488281,0.0625,0.966797,-4.08936,-0.0415039,0.576782,-5.92041,-0.580078,85,22,-131,0,-4.62787,1.64527,7.3087,0
5.04272,4.27246,0.180664,12.9364,12.146,0.0874023,-1.40076,-5.67627,0.0395508,-1.04919,-6.40869,-0.034668,-4.04846,4.63867,-0.0263672,3.1311,-0.488281,0.0625,0.966797,-4.08936,-0.0415039,0.576782,-5.85938,-0.574707,85,22,-131,0,-4.55097,1.64527,7.2318,0
5.19653,5.49316,0.181152,13.233,11.1084,0.0830078,-1.53259,-5.12695,0.0419922,-1.18103,-6.22559,-0.0307617,-3.98804,4.02832,-0.0151367,3.1311,-0.488281,0.0625,0.922852,-3.84521,-0.0136719,0.461426,-5.85938,-0.562988,99,23,-133,0,-4.58063,1.60876,7.1833,0
5.35034,6.40869,0.177246,13.4583,9.39941,0.0751953,-1.65344,-4.5166,0.0463867,-1.24695,-6.04248,-0.027832,-3.92761,3.60107,-0.0195312,3.1311,-0.488281,0.0625,0.884399,-2.01416,-0.0107422,0.411987,-5.92041,-0.558594,112,26,-128,0,-4.56527,1.57675,7.17927,0
5.35034,6.40869,0.177246,13.4583,9.39941,0.0751953,-1.65344,-4.5166,0.0463867,-1.24695,-6.04248,-0.027832,-3.92761,3.60107,-0.0195312,3.1311,-0.488281,0.0625,0.884399,-2.01416,-0.0107422,0.411987,-5.92041,-0.558594,112,26,-128,0,-4.56804,1.58167,7.18468,0
5.42725,6.5918,0.174316,13.4583,9.39941,0.0668945,-1.65344,-4.5166,0.0463867,-1.31836,-5.85938,-0.027832,-3.87268,3.60107,-0.034668,3.1311,-0.488281,0.0625,0.862427,-2.01416,-0.0107422,0.362549,-6.04248,-0.559082,112,26,-128,0,-4.54835,1.52532,7.09537,0
5.42725,6.5918,0.174316,13.4583,8.48389,0.0668945,-1.65344,-4.15039,0.0454102,-1.31836,-5.5542,-0.027832,-3.87268,3.60107,-0.034668,3.1311,-0.488281,0.0625,0.862427,-2.01416,-0.0107422,0.362549,-6.04248,-0.559082,109,25,-140,-1,-4.54835,1.52532,7.09537,0
5.49316,6.7749,0.168457,13.634,7.69043,0.0644531,-1.71936,-3.72314,0.0439453,-1.38428,-5.18799,-0.0288086,-3.76282,3.479,-0.059082,3.1311,-0.488281,0.0625,0.840454,-0.244141,-0.0078125,0.307617,-5.92041,-0.577637,94,29,-144,1,-4.33905,1.60374,7.01311,0
5.49316,6.7749,0.168457,13.634,7.69043,0.0644531,-1.71936,-3.72314,0.0439453,-1.38428,-5.18799,-0.0288086,-3.76282,3.479,-0.059082,3.1311,-0.488281,0.0625,0.840454,-0.244141,-0.0078125,0.258179,-5.92041,-0.577637,94,29,-144,1,-4.33905,1.60374,7.01311,0
5.49316,6.7749,0.168457,13.634,7.69043,0.0644531,-1.71936,-3.72314,0.0439453,-1.38428,-5.18799,-0.0288086,-3.76282,3.479,-0.059082,3.1311,-0.488281,0.0625,0.840454,-0.244141,-0.0078125,0.258179,-5.92041,-0.577637,94,29,-144,1,-4.33905,1.60374,7.01311,0
5.49316,6.7749,0.168457,13.634,7.69043,0.0644531,-1.71936,-3.72314,0.0439453,-1.38428,-5.18799,-0.0288086,-3.76282,3.479,-0.0791016,3.1311,-0.488281,0.0625,0.840454,-0.244141,-0.0195312,0.258179,-5.92041,-0.577637,94,29,-144,1,-4.3402,1.60307,7.01311,0
5.49316,6.7749,0.168457,13.634,7.69043,0.0644531,-1.71936,-3.72314,0.0439453,-1.38428,-5.18799,-0.0288086,-3.76282,3.66211,-0.0791016,3.1311,-0.488281,0.0625,0.840454,-0.183105,-0.0195312,0.258179,-5.92041,-0.577637,94,29,-144,1,-4.33915,1.60342,7.01311,0
