time,Angle_Thigh,Angle_Calf,Presure_Front,Presure_Middle,Presure_Back
6.0,11.0,12.0,2.3236083984375,9.019775390625,11.832275390625,-3.2025146484375,-7.75634765625,2.021484375
4.0,7.0,5.0,2.318115234375,9.019775390625,11.832275390625,-3.2025146484375,-7.7508544921875,2.021484375
4.0,11.0,12.0,2.3236083984375,9.019775390625,11.832275390625,-3.2025146484375,-7.7508544921875,2.021484375
4.0,7.0,4.0,2.3236083984375,9.019775390625,11.832275390625,-3.2025146484375,-7.7508544921875,2.021484375
5.0,10.0,13.0,2.318115234375,9.019775390625,11.832275390625,-3.2080078125,-7.7508544921875,2.021484375
4.0,7.0,4.0,2.318115234375,9.019775390625,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
6.0,10.0,15.0,2.318115234375,9.019775390625,11.832275390625,-3.2080078125,-7.7508544921875,2.021484375
4.0,8.0,4.0,2.318115234375,9.019775390625,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
6.0,11.0,13.0,2.318115234375,9.0252685546875,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
4.0,8.0,4.0,2.318115234375,9.0252685546875,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
5.0,10.0,12.0,2.318115234375,9.0252685546875,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
4.0,8.0,4.0,2.318115234375,9.0252685546875,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
6.0,10.0,12.0,2.318115234375,9.0252685546875,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
4.0,7.0,5.0,2.318115234375,9.019775390625,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
6.0,10.0,12.0,2.318115234375,9.019775390625,11.832275390625,-3.2080078125,-7.75634765625,2.021484375
4.0,8.0,4.0,2.318115234375,9.019775390625,11.832275390625,-3.2025146484375,-7.75634765625,2.021484375
7.0,10.0,12.0,2.318115234375,9.019775390625,11.832275390625,-3.2025146484375,-7.75634765625,2.021484375
5.0,7.0,5.0,2.318115234375,9.019775390625,11.832275390625,-3.2025146484375,-7.75634765625,2.021484375
6.0,11.0,12.0,2.318115234375,9.019775390625,11.832275390625,-3.2025146484375,-7.75634765625,2.021484375
3.0,7.0,4.0,2.318115234375,9.019775390625,11.832275390625,-3.2025146484375,-7.75634765625,2.021484375
7.0,10.0,13.0,2.3236083984375,9.019775390625,11.832275390625,-3.2025146484375,-7.75634765625,2.021484375
