Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Left_Plantar_Pressure (1),Left_Plantar_Pressure (2),Left_Plantar_Pressure (3),Right_Plantar_Pressure (1),Right_Plantar_Pressure (2),Right_Plantar_Pressure (3)
83.8586,32.3486,-0.0571289,93.4003,37.0483,-0.0742188,95.257,-127.808,0.00390625,105.021,128.723,-0.499512,4,35,114,60,11,0
83.8586,32.3486,-0.0981445,93.4003,35.8276,-0.0942383,93.9441,-128.174,0.00390625,105.796,125.793,-0.499512,4,35,114,60,11,0
84.2047,32.2266,-0.121582,93.7738,34.8511,-0.10498,92.6752,-125.854,-0.00830078,106.636,121.338,-0.443359,6,24,117,46,8,3
84.2047,31.0669,-0.121582,94.1418,34.8511,-0.10498,92.6752,-125.854,-0.00830078,106.636,121.338,-0.443359,6,24,117,46,8,3
84.5453,30.8838,-0.148438,94.1418,33.7524,-0.126953,91.4447,-123.047,-0.0258789,107.548,116.699,-0.403809,36,48,106,39,7,1
84.8804,30.8838,-0.148438,94.5044,33.7524,-0.126953,91.4447,-123.047,-0.0258789,107.548,116.699,-0.412598,29,38,103,7,8,4
84.8804,30.8838,-0.148438,94.5044,33.7524,-0.126953,91.4447,-119.69,-0.0332031,107.548,116.699,-0.412598,29,38,103,7,8,4
84.8804,30.5786,-0.161133,94.8615,33.0811,-0.126953,90.2747,-119.69,-0.0332031,108.493,112.915,-0.412598,29,38,103,7,8,4
85.5286,30.0903,-0.16748,95.2185,32.7759,-0.0986328,89.1431,-117.493,0.0112305,109.465,110.107,-0.438965,18,24,94,8,8,1
85.5286,30.0903,-0.16748,95.2185,32.7759,-0.0854492,89.1431,-117.432,0.0834961,110.427,108.215,-0.478027,37,29,147,8,8,2
85.5286,29.7241,-0.129883,95.2185,32.7759,-0.0854492,89.1431,-117.432,0.0834961,110.427,108.215,-0.478027,37,29,147,8,8,2
85.8472,29.7241,-0.129883,95.5646,31.9824,-0.0854492,88.0389,-117.432,0.0834961,110.427,108.215,-0.478027,37,29,147,8,8,2
85.8472,29.7241,-0.129883,95.5646,31.9824,-0.0854492,88.0389,-117.432,0.0834961,110.427,108.215,-0.478027,11,45,130,6,8,2
85.8472,29.7241,-0.129883,95.5646,31.9824,-0.0854492,88.0389,-117.432,0.161133,110.427,108.215,-0.508789,11,45,130,6,8,2
85.8472,29.7241,-0.129883,95.5646,31.9824,-0.100586,86.9348,-117.676,0.161133,111.295,104.675,-0.508789,11,45,130,6,8,2
86.1603,29.48,-0.114258,95.9052,30.3955,-0.100586,86.9348,-117.676,0.161133,111.295,104.675,-0.508789,5,62,117,6,8,0
86.1603,29.48,-0.114258,95.9052,30.3955,-0.100586,86.9348,-117.676,0.21875,111.295,104.675,-0.481934,5,62,117,6,8,0
86.1603,29.48,-0.114258,95.9052,30.3955,-0.100586,86.9348,-117.676,0.21875,112.053,97.4731,-0.481934,5,62,117,6,8,0
86.1603,29.6631,-0.10498,95.9052,30.3955,-0.100586,86.9348,-117.676,0.21875,112.053,97.4731,-0.481934,5,62,117,6,8,0
86.4789,29.6631,-0.10498,95.9052,28.7476,-0.135254,85.8307,-117.554,0.21875,112.053,97.4731,-0.481934,13,71,105,5,8,1
86.4789,29.6631,-0.10498,96.2292,28.7476,-0.135254,85.8307,-117.554,0.234863,112.053,97.4731,-0.437012,13,71,105,5,8,1
86.4789,29.6631,-0.10498,96.2292,28.7476,-0.135254,84.7375,-117.31,0.234863,112.053,88.623,-0.437012,13,71,105,5,8,1
86.814,30.8838,-0.125,96.5479,27.5269,-0.159668,84.7375,-117.31,0.223633,112.734,88.623,-0.432129,30,70,231,5,10,3
86.814,30.8838,-0.125,96.5479,27.5269,-0.159668,84.7375,-117.31,0.223633,112.734,88.623,-0.432129,30,70,231,5,10,3
86.814,30.8838,-0.125,96.5479,27.5269,-0.157715,83.6554,-117.493,0.223633,113.344,76.9653,-0.432129,30,70,231,5,10,3
86.814,32.6538,-0.145996,96.861,26.6113,-0.157715,83.6554,-117.493,0.223633,113.344,76.9653,-0.432129,30,70,231,5,10,3
87.1655,32.6538,-0.145996,96.861,26.6113,-0.157715,83.6554,-117.493,0.223633,113.344,76.9653,-0.432129,38,70,207,12,8,23
87.1655,32.6538,-0.145996,96.861,26.6113,-0.157715,83.6554,-118.225,0.216797,113.344,63.9038,-0.462402,38,70,207,12,8,23
87.1655,32.6538,-0.145996,96.861,26.6113,-0.138672,83.6554,-118.225,0.216797,113.882,63.9038,-0.462402,38,70,207,12,8,23
87.1655,33.8135,-0.148926,97.1576,25.8179,-0.138672,83.6554,-118.225,0.216797,113.882,63.9038,-0.462402,38,70,207,12,8,23
87.5281,33.8135,-0.148926,97.1576,25.8179,-0.138672,82.5677,-118.225,0.216797,113.882,63.9038,-0.462402,38,70,207,12,8,23
87.5281,33.8135,-0.148926,97.1576,25.8179,-0.138672,82.5677,-118.225,0.216797,113.882,63.9038,-0.462402,25,77,214,7,11,24
87.5281,33.8135,-0.148926,97.1576,25.8179,-0.138672,82.5677,-118.225,0.185059,113.882,63.9038,-0.503906,25,77,214,7,11,24
87.5281,33.8135,-0.148926,97.1576,25.8179,-0.124512,81.4581,-118.896,0.185059,114.343,50.8423,-0.503906,25,77,214,7,11,24
87.5281,33.9355,-0.136719,97.4377,24.8413,-0.124512,81.4581,-118.896,0.185059,114.343,50.8423,-0.503906,25,77,214,7,11,24
87.8961,33.9355,-0.136719,97.4377,24.8413,-0.124512,80.321,-119.507,0.121094,114.343,38.147,-0.546875,34,81,215,6,8,5
