Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Left_Plantar_Pressure (1),Left_Plantar_Pressure (2),Left_Plantar_Pressure (3),Right_Plantar_Pressure (1),Right_Plantar_Pressure (2),Right_Plantar_Pressure (3)
94.2737,29.9683,-0.17334,98.3716,40.5273,-0.17334,69.3951,-51.7578,0.0610352,86.1139,-226.868,-0.582031,5,132,201,6,8,14
94.2737,29.9683,-0.17334,98.3716,40.5273,-0.17334,69.3951,-44.4336,0.0639648,84.0594,-231.75,-0.582031,5,132,201,6,8,14
94.2737,29.9683,-0.17334,98.3716,40.5273,-0.17334,69.1534,-44.4336,0.0639648,84.0594,-231.75,-0.582031,5,132,201,6,8,14
94.5209,29.2969,-0.17627,98.3716,40.5273,-0.17334,69.1534,-44.4336,0.0639648,84.0594,-231.75,-0.582031,5,132,201,6,8,14
94.5209,29.2969,-0.17627,98.3716,40.5273,-0.17334,69.1534,-44.4336,0.0639648,84.0594,-231.75,-0.623535,6,136,183,6,8,13
94.5209,29.2969,-0.17627,98.3716,41.3818,-0.193359,69.1534,-37.6587,0.0639648,84.0594,-235.352,-0.623535,6,136,183,6,8,13
94.5209,29.2969,-0.176758,98.811,41.3818,-0.193359,68.9941,-37.6587,0.0639648,81.9995,-235.352,-0.623535,6,136,183,6,8,13
94.5209,29.2969,-0.176758,98.811,41.3818,-0.193359,68.9941,-37.6587,0.0639648,81.9995,-235.352,-0.623535,6,136,183,6,8,13
95.3613,31.5552,-0.182617,99.6295,43.2129,-0.194336,68.8953,-25.5127,0.0571289,81.9995,-235.352,-0.654297,4,163,173,5,7,15
95.6854,33.4473,-0.186035,100.475,43.5181,-0.206543,69.082,-12.5732,0.0498047,73.6774,-241.333,-0.617676,10,191,169,7,8,14
96.0315,33.4473,-0.180176,100.898,43.7622,-0.209473,69.2853,-4.82178,0.0439453,71.59,-240.967,-0.600098,6,209,165,6,8,14
96.3776,33.4473,-0.180176,100.898,43.7622,-0.209473,69.2853,-4.82178,0.0439453,71.59,-240.967,-0.600098,6,209,165,6,8,14
96.3776,33.4473,-0.180176,100.898,43.7622,-0.209473,69.2853,-4.82178,0.0439453,71.59,-240.967,-0.600098,4,152,161,6,8,14
96.3776,33.4473,-0.180176,101.332,44.0063,-0.221191,69.2853,-4.82178,0.0439453,71.59,-239.502,-0.566895,4,152,161,6,8,14
96.3776,33.4473,-0.180176,101.332,44.0063,-0.221191,69.2853,-4.82178,0.0439453,71.59,-239.502,-0.566895,4,152,161,6,8,14
96.3776,32.6538,-0.181641,101.332,44.0063,-0.221191,69.2853,-4.82178,0.0336914,69.5245,-239.502,-0.566895,4,152,161,6,8,14
96.7017,32.6538,-0.181641,101.332,44.3726,-0.220215,69.2853,-4.82178,0.0336914,69.5245,-239.502,-0.566895,4,152,161,6,8,14
96.7017,32.6538,-0.181641,101.772,44.3726,-0.220215,69.538,4.08936,0.0336914,69.5245,-239.502,-0.558105,5,161,157,8,8,14
96.7017,32.6538,-0.181641,101.772,44.3726,-0.220215,69.538,13.7939,0.0366211,67.5195,-236.938,-0.558105,5,161,157,8,8,14
96.7017,32.6538,-0.188477,101.772,44.3726,-0.220215,69.8456,13.7939,0.0366211,67.5195,-236.938,-0.558105,5,161,157,8,8,14
97.0148,32.1655,-0.188477,101.772,44.3726,-0.220215,69.8456,13.7939,0.0366211,67.5195,-236.938,-0.558105,5,161,157,8,8,14
97.0148,32.1655,-0.188477,101.772,44.3726,-0.220215,69.8456,13.7939,0.0366211,67.5195,-236.938,-0.558105,5,161,157,8,8,14
97.0148,31.7993,-0.193848,102.217,44.9829,-0.227051,70.1807,23.1323,0.0664062,65.5969,-226.196,-0.583008,6,159,155,8,8,12
97.3114,31.7993,-0.191406,102.217,45.7764,-0.218262,70.5377,31.4331,0.0664062,63.7732,-226.196,-0.583008,6,210,148,7,8,10
97.597,31.7383,-0.191406,102.673,45.7764,-0.218262,70.5377,31.4331,0.0664062,63.7732,-226.196,-0.583008,6,210,148,7,8,10
97.597,31.7383,-0.191406,103.134,46.2036,-0.206055,70.5377,31.4331,0.0585938,63.7732,-216.614,-0.566895,6,211,131,7,8,9
97.597,31.7383,-0.191406,103.134,46.2036,-0.206055,70.5377,38.0859,0.0585938,62.0319,-216.614,-0.566895,6,211,131,7,8,9
97.8827,32.6538,-0.177246,103.134,46.2036,-0.206055,70.9003,38.0859,0.0585938,62.0319,-204.529,-0.54248,5,222,124,7,8,8
97.8827,32.6538,-0.177246,103.134,46.2036,-0.206055,70.9003,38.0859,0.0585938,62.0319,-204.529,-0.54248,5,222,124,7,8,8
97.8827,32.6538,-0.168457,103.596,46.936,-0.206543,71.2463,42.3584,0.0292969,62.0319,-204.529,-0.54248,5,222,124,7,8,8
97.8827,32.6538,-0.168457,103.596,46.936,-0.206543,71.2463,42.3584,0.0292969,62.0319,-204.529,-0.54248,5,222,124,7,8,8
98.1738,34.3018,-0.168457,103.596,47.6074,-0.230469,71.2463,42.3584,0.0292969,62.0319,-204.529,-0.54248,5,222,126,8,8,7
98.1738,34.3018,-0.168457,104.068,47.6074,-0.230469,71.2463,44.5557,-0.0263672,58.9447,-190.979,-0.524902,5,222,126,8,8,7
98.1738,34.3018,-0.166504,104.068,47.6074,-0.230469,71.2463,44.5557,-0.0263672,58.9447,-190.979,-0.524902,5,222,126,8,8,7
98.4814,36.8042,-0.166504,104.068,47.6074,-0.230469,71.5869,44.5557,-0.0263672,58.9447,-190.979,-0.524902,5,222,126,8,8,7
98.4814,36.8042,-0.166504,104.068,47.7905,-0.20752,71.5869,44.5557,-0.0263672,58.9447,-190.979,-0.524902,6,230,91,5,10,7
98.4814,36.8042,-0.169922,104.535,47.7905,-0.20752,71.5869,44.5557,-0.0263672,58.9447,-175.476,-0.505371,6,230,91,5,10,7
98.4814,36.8042,-0.169922,104.535,47.7905,-0.20752,71.922,45.5933,-0.0283203,57.6538,-175.476,-0.505371,6,230,91,5,10,7
