Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Left_Plantar_Pressure (1),Left_Plantar_Pressure (2),Left_Plantar_Pressure (3),Right_Plantar_Pressure (1),Right_Plantar_Pressure (2),Right_Plantar_Pressure (3)
75.097,34.0576,0.0380859,83.2654,33.9966,-0.00830078,106.419,23.0713,0.0664062,88.1958,44.4946,-0.466309,6,6,20,8,148,142
75.097,34.0576,0.0380859,83.2654,33.9966,0.0424805,106.611,22.522,0.0664062,88.1958,44.4946,-0.466309,6,6,20,8,148,142
75.4651,35.4004,0.0444336,83.2654,46.814,0.0424805,106.611,22.522,0.0664062,88.1958,44.4946,-0.465332,9,8,52,9,154,100
75.4651,35.4004,0.0444336,83.8531,46.814,0.0424805,106.611,22.522,0.0664062,88.5474,46.0815,-0.465332,9,8,52,9,154,100
75.4651,35.4004,0.0532227,84.3201,49.0112,0.132812,106.611,21.6064,0.0449219,88.5474,46.0815,-0.465332,9,8,52,9,154,100
75.4651,35.4004,0.0532227,84.3201,49.0112,0.132812,106.787,21.6064,0.0449219,88.5474,46.0815,-0.465332,7,9,129,10,149,74
75.9155,40.4663,0.0532227,84.3201,49.0112,0.132812,106.787,21.6064,0.0449219,88.5474,46.0815,-0.45166,7,9,129,10,149,74
75.9155,40.4663,0.0532227,84.3201,49.0112,0.132812,106.787,21.6064,0.0449219,88.8934,48.0347,-0.45166,7,9,129,10,149,74
75.9155,40.4663,0.0532227,84.3201,49.0112,0.132812,106.787,20.4468,0.0375977,88.8934,48.0347,-0.45166,7,9,129,10,149,74
75.9155,40.4663,0.0532227,84.3201,40.3442,0.258789,106.787,20.4468,0.0375977,88.8934,48.0347,-0.45166,7,9,129,10,149,74
76.5143,50.7202,0.0844727,84.6991,40.3442,0.258789,107.084,19.4702,0.0366211,89.2505,49.8657,-0.419434,7,5,141,13,150,127
76.5143,50.7202,0.115234,84.6991,40.3442,0.321777,107.084,19.4702,0.0366211,89.2505,49.8657,-0.419434,7,5,141,13,150,127
77.2614,63.8428,0.115234,84.9078,22.8271,0.321777,107.084,19.4702,0.0366211,89.2505,49.8657,-0.416992,8,6,145,6,150,16
77.2614,63.8428,0.115234,84.9078,22.8271,0.321777,107.084,19.4702,0.0366211,89.624,52.063,-0.416992,8,6,145,6,150,16
78.0579,72.0215,0.120605,84.9573,7.62939,0.30957,107.205,18.4326,0.0302734,89.624,52.063,-0.453125,6,7,150,8,146,16
78.0579,72.0215,0.120605,84.9573,7.62939,0.30957,107.205,18.4326,0.0302734,89.624,52.063,-0.453125,6,7,150,8,146,16
78.0579,72.0215,0.120605,84.9573,7.62939,0.30957,107.205,18.4326,0.0302734,90.0195,53.5889,-0.453125,6,7,150,8,146,16
78.0579,72.0215,0.120605,84.9573,7.62939,0.30957,107.205,18.4326,0.0205078,90.0195,53.5889,-0.453125,6,7,150,8,146,16
78.0579,72.0215,0.120605,84.9573,7.62939,0.312988,107.314,16.6626,0.0205078,90.0195,53.5889,-0.453125,6,7,150,8,146,16
78.0579,72.0215,0.103027,84.9847,5.43213,0.312988,107.314,16.6626,0.0205078,90.0195,53.5889,-0.453125,6,7,159,10,146,15
78.75,68.4204,0.103027,84.9847,5.43213,0.312988,107.314,16.6626,0.0205078,90.0195,53.5889,-0.453125,6,7,159,10,146,15
78.75,68.4204,0.103027,84.9847,5.43213,0.312988,107.314,16.6626,0.0205078,90.4425,54.8706,-0.525391,6,7,159,10,146,15
78.75,68.4204,0.103027,84.9847,5.43213,0.312988,107.314,13.855,0.0078125,90.4425,54.8706,-0.525391,6,7,159,10,146,15
78.75,68.4204,0.103027,84.9847,5.43213,0.305176,107.391,13.855,0.0078125,90.4425,54.8706,-0.525391,6,7,159,10,146,15
78.75,68.4204,0.0908203,85.1111,14.6484,0.305176,107.391,13.855,0.0078125,90.4425,54.8706,-0.525391,5,6,161,6,146,15
79.1949,53.9551,0.0908203,85.1111,14.6484,0.305176,107.391,13.855,0.0078125,90.4425,54.8706,-0.559082,5,6,161,6,146,15
79.1949,53.9551,0.0908203,85.1111,14.6484,0.305176,107.391,13.855,0.0078125,90.871,56.2744,-0.559082,5,6,161,6,146,15
79.1949,53.9551,0.0908203,85.1111,14.6484,0.305176,107.391,13.855,0.0078125,90.871,56.2744,-0.559082,5,6,161,6,146,15
79.1949,53.9551,0.0908203,85.1111,14.6484,0.202148,107.424,10.437,0.0078125,90.871,56.2744,-0.559082,5,6,161,6,146,15
79.1949,53.9551,0.132324,85.3693,27.4658,0.202148,107.424,10.437,0.0078125,90.871,56.2744,-0.559082,5,8,154,6,133,12
79.3433,33.9355,0.132324,85.3693,27.4658,0.202148,107.424,10.437,0.0078125,90.871,56.2744,-0.552734,5,8,154,6,133,12
79.3433,33.9355,0.132324,85.3693,27.4658,0.202148,107.424,10.437,0.0185547,91.2994,57.9224,-0.552734,5,8,154,6,133,12
