Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Left_Plantar_Pressure (1),Left_Plantar_Pressure (2),Left_Plantar_Pressure (3),Right_Plantar_Pressure (1),Right_Plantar_Pressure (2),Right_Plantar_Pressure (3)
132.687,-140.808,0.133301,80.0244,-93.811,0.154297,143.295,60.4248,0.127441,93.6835,14.7705,-0.430176,4,4,1,4,12,41
132.687,-151.245,0.134766,80.0244,-93.8721,0.154297,143.295,60.4248,0.127441,93.7054,14.3433,-0.430176,4,4,1,4,12,41
131.16,-151.245,0.134766,79.2224,-93.8721,0.154297,143.893,59.3872,0.136719,93.7054,14.3433,-0.430176,3,4,1,3,29,28
131.16,-151.245,0.134766,79.2224,-93.9331,0.140137,143.893,59.3872,0.136719,93.7054,14.3433,-0.430176,3,4,1,3,29,28
131.16,-160.889,0.127441,78.4204,-93.9331,0.140137,143.893,59.3872,0.136719,93.7329,14.0381,-0.430176,3,4,1,3,29,28
129.556,-160.889,0.127441,78.4204,-93.9331,0.140137,143.893,57.6172,0.15332,93.7329,14.0381,-0.430176,4,4,1,6,20,57
129.556,-160.889,0.127441,78.4204,-93.9331,0.124512,144.47,57.6172,0.15332,93.7329,14.0381,-0.430176,4,4,1,6,20,57
127.87,-169.373,0.120605,77.6239,-93.2617,0.103027,145.036,56.3965,0.15625,93.7769,14.4043,-0.437012,3,3,1,8,25,51
127.87,-177.49,0.0976562,76.8384,-91.8579,0.103027,145.036,56.3965,0.15625,93.8263,14.6484,-0.437012,3,3,1,8,25,51
126.101,-177.49,0.0976562,76.8384,-91.8579,0.103027,145.036,56.1523,0.167969,93.8263,14.6484,-0.437012,3,3,2,9,30,43
126.101,-177.49,0.0976562,76.8384,-91.8579,0.0834961,145.596,56.1523,0.167969,93.8263,14.6484,-0.437012,3,3,2,9,30,43
126.101,-177.49,0.0976562,76.8384,-91.8579,0.0834961,145.596,56.1523,0.167969,93.8263,14.6484,-0.444824,3,3,2,9,30,43
126.101,-185.303,0.0800781,76.0693,-90.9424,0.0834961,145.596,56.1523,0.167969,93.8263,15.1367,-0.444824,3,3,2,9,30,43
124.272,-185.303,0.0800781,76.0693,-90.9424,0.0834961,145.596,56.3354,0.171875,93.8867,15.1367,-0.444824,2,2,4,36,36,2
124.272,-185.303,0.0800781,76.0693,-90.9424,0.0527344,146.157,56.3354,0.171875,93.8867,15.1367,-0.444824,2,2,4,36,36,2
124.272,-185.303,0.0800781,76.0693,-90.9424,0.0527344,146.157,56.3354,0.171875,93.8867,15.1367,-0.473145,2,2,4,36,36,2
124.272,-185.303,0.0800781,75.3278,-88.8062,0.0527344,146.157,56.3354,0.171875,93.9746,17.0288,-0.473145,2,2,4,36,36,2
122.393,-192.078,0.0800781,75.3278,-88.8062,0.0527344,146.157,54.9316,0.179199,93.9746,17.0288,-0.473145,3,2,1,63,60,3
122.393,-192.078,0.0800781,75.3278,-88.8062,0.0527344,146.7,54.9316,0.179199,93.9746,17.0288,-0.473145,3,2,1,63,60,3
122.393,-192.078,0.0800781,75.3278,-88.8062,0.0273438,146.7,54.9316,0.179199,93.9746,17.0288,-0.430664,3,2,1,63,60,3
122.393,-197.754,0.090332,74.6301,-85.2051,0.0273438,146.7,54.9316,0.179199,94.068,17.8223,-0.430664,3,2,1,63,60,3
120.465,-197.754,0.090332,74.6301,-85.2051,0.0273438,146.7,52.9785,0.189941,94.068,17.8223,-0.430664,3,4,2,176,64,2
120.465,-197.754,0.090332,74.6301,-85.2051,0.0273438,147.222,52.9785,0.189941,94.068,17.8223,-0.430664,3,4,2,176,64,2
120.465,-197.754,0.090332,74.6301,-85.2051,-0.00390625,147.222,52.9785,0.189941,94.068,17.8223,-0.431641,3,4,2,176,64,2
120.465,-203.064,0.0859375,73.9929,-79.834,-0.00390625,147.222,52.9785,0.189941,94.1779,18.0664,-0.431641,3,4,2,176,64,2
118.499,-203.064,0.0859375,73.9929,-79.834,-0.00390625,147.222,50.8423,0.194336,94.1779,18.0664,-0.431641,2,3,1,176,69,2
118.499,-203.064,0.0859375,73.9929,-79.834,-0.00390625,147.728,50.8423,0.194336,94.1779,18.0664,-0.431641,2,3,1,176,69,2
118.499,-203.064,0.0859375,73.9929,-79.834,-0.00390625,147.728,50.8423,0.194336,94.1779,18.0664,-0.431641,2,3,1,176,69,2
118.499,-203.064,0.0859375,73.9929,-79.834,-0.0415039,147.728,50.8423,0.194336,94.1779,18.0664,-0.455566,2,3,1,176,69,2
118.499,-207.886,0.0849609,73.4216,-73.3643,-0.0415039,147.728,50.8423,0.194336,94.3152,19.5312,-0.455566,2,3,1,176,69,2
116.494,-207.886,0.0849609,73.4216,-73.3643,-0.0415039,147.728,48.8281,0.190918,94.3152,19.5312,-0.455566,3,4,1,173,74,3
116.494,-212.28,0.09375,72.9163,-67.1387,-0.0786133,148.211,48.8281,0.190918,94.3152,20.752,-0.461914,3,4,1,173,74,3
116.494,-212.28,0.09375,72.9163,-67.1387,-0.0786133,148.211,48.8281,0.190918,94.4745,20.752,-0.461914,3,4,1,173,74,3
