time,Angle_Thigh,Angle_Calf,Presure_Front,Presure_Middle,Presure_Back,Angle_Thigh_D,Angle_Calf,Presure_Front_D,Presure_Middle_D,Presure_Back_D,label
5.647729635,-42,-2,0,0,0,-0.3541246,0.3541246,0,0,0,"0,0,1"
5.671712399,-43,0,0,0,0,-0.176313595,0.352627189,0,0,0,"0,0,1"
5.687701464,-42,1,0,0,0,0.175817948,0.175817948,0,0,0,"0,0,1"
5.711644411,-40,3,0,0,0,0.350161855,0.350161855,0,0,0,"0,0,1"
5.735627413,-37,4,0,0,0,0.523046527,0.174348842,0,0,0,"0,0,1"
5.75161767,-34,5,0,0,0,0.521592389,0.17386413,0,0,0,"0,0,1"
5.77560401,-30,6,0,0,0,0.692568257,0.173142064,0,0,0,"0,0,1"
5.798629284,-26,6,0,0,0,0.689818197,0,0,0,0,"0,0,1"
5.814616919,-22,6,0,0,0,0.687921501,0,0,0,0,"0,0,1"
5.83860445,-17,6,0,0,0,0.856369025,0,0,0,0,"0,0,1"
5.854593515,-13,6,0,0,0,0.683224205,0,0,0,0,"0,0,1"
5.919720173,3,5,0,0,0,2.70283046,-0.168926904,0,0,0,"0,0,1"
5.946655035,7,5,0,0,0,0.672647056,0,0,0,0,"0,0,1"
5.962649345,11,4,0,0,0,0.670842736,-0.167710684,0,0,0,"0,0,1"
5.982048512,14,4,0,0,4,0.501500447,0,0,0,0.668667262,"0,0,1"
6.00606823,16,4,0,0,5,0.33299655,0,0,0,0.166498275,"0,0,1"
6.030017376,18,4,0,0,5,0.331674003,0,0,0,0,"0,0,1"
6.054000616,19,3,0,0,5,0.165180029,-0.165180029,0,0,0,"0,0,1"
6.093975782,18,2,0,0,1,-0.164096484,-0.164096484,0,0,-0.656385936,"0,0,1"
6.115492105,16,2,0,0,113,-0.327038277,0,0,0,18.3141435,"1,0,0"
6.131524563,15,1,0,0,246,-0.163091575,-0.163091575,0,0,21.69117952,"1,0,0"
6.155468225,14,1,1,0,303,-0.162457178,0,0.162457178,0,9.260059172,"1,0,0"
6.179451227,14,0,3,0,380,0,-0.161826668,0.323653335,0,12.46065341,"1,0,0"
6.195482254,13,0,1,0,408,-0.161407935,0,-0.322815871,0,4.519422194,"1,0,0"
6.218708754,11,0,1,0,435,-0.321610173,0,0,0,4.34173734,"1,0,0"
6.266639471,8,-3,0,0,485,-0.478725482,-0.478725482,-0.159575161,0,7.97875803,"1,0,0"
6.282175541,6,-4,1,0,517,-0.31836105,-0.159180525,0.159180525,0,5.093776796,"1,0,0"
6.306201696,5,-5,2,2,522,-0.158574059,-0.158574059,0.158574059,0.317148118,0.792870295,"1,0,0"
6.322188139,5,-6,3,12,515,0,-0.158173085,0.158173085,1.581730847,-1.107211593,"1,0,0"
6.347246408,4,-7,4,23,500,-0.157548634,-0.157548634,0.157548634,1.733034972,-2.363229507,"1,0,0"
6.371229649,3,-9,2,34,475,-0.156955573,-0.313911146,-0.313911146,1.726511303,-3.923889324,"1,0,0"
6.387218475,2,-10,2,36,438,-0.156562673,-0.156562673,0,0.313125347,-5.792818915,"1,0,0"
6.430877686,1,-11,0,79,286,-0.15549977,-0.15549977,-0.31099954,6.686490103,-23.63596502,"1,0,0"
6.454865932,0,-12,0,120,180,-0.154921885,-0.154921885,0,6.3517973,-16.42171985,"1,0,0"
6.515429735,-3,-14,45,167,45,-0.460445454,-0.306963636,6.906681804,7.21364544,-20.72004541,"0,1,0"
6.540245056,-4,-14,171,160,10,-0.15289947,0,19.26533317,-1.070296287,-5.351481435,"0,1,0"
6.580215216,-7,-15,288,161,3,-0.45591214,-0.151970713,17.78057346,0.151970713,-1.063794993,"0,1,0"
6.64627409,-10,-17,379,206,1,-0.451380722,-0.300920482,13.69188191,6.770710836,-0.300920482,"0,1,0"
6.664122105,-11,-18,392,220,2,-0.150057275,-0.150057275,1.950744569,2.100801843,0.150057275,"0,1,0"
6.68814683,-13,-18,396,228,3,-0.299036497,0,0.598072994,1.196145988,0.149518249,"0,1,0"
6.702836752,-14,-19,400,239,1,-0.149190565,-0.149190565,0.596762259,1.641096212,-0.298381129,"0,1,0"
6.726824045,-15,-19,407,253,0,-0.148658564,0,1.040609945,2.08121989,-0.148658564,"0,1,0"
6.77483511,-19,-19,421,266,0,-0.590420274,0,2.066470958,1.91886589,0,"0,1,0"
6.815021753,-23,-18,417,284,0,-0.586938699,0.146734675,-0.586938699,2.641224144,0,"0,1,0"
6.840106964,-25,-16,386,282,0,-0.292393088,0.292393088,-4.53209287,-0.292393088,0,"0,1,0"
6.856063366,-28,-13,342,225,0,-0.437568885,0.437568885,-6.417676975,-8.313808808,0,"0,1,0"
6.880065203,-30,-11,345,7,0,-0.290694919,0.290694919,0.436042379,-31.68574622,0,"0,1,0"
6.896076441,-33,-8,355,5,0,-0.435029981,0.435029981,1.450099935,-0.290019987,0,"0,1,0"
6.936044216,-39,-4,0,0,0,-0.865046389,0.576697592,-51.18191132,-0.72087199,0,"0,0,1"
6.967988014,-41,-1,0,0,0,-0.2870269,0.43054035,0,0,0,"0,0,1"
6.983978987,-42,0,0,0,0,-0.143184852,0.143184852,0,0,0,"0,0,1"
7.007959366,-42,1,0,0,0,0,0.142694891,0,0,0,"0,0,1"
7.023948669,-41,2,0,0,0,0.142370061,0.142370061,0,0,0,"0,0,1"
7.047934771,-39,3,0,0,0,0.283771071,0.141885536,0,0,0,"0,0,1"
7.071916819,-36,5,0,0,0,0.424213134,0.282808756,0,0,0,"0,0,1"
7.135953903,-22,8,0,0,0,1.961896081,0.420406303,0,0,0,"0,0,1"
7.212333202,-2,8,0,0,0,2.773027734,0,0,0,0,"0,0,1"
7.235082865,2,7,0,0,0,0.552861671,-0.138215418,0,0,0,"0,0,1"
7.259062767,6,7,0,0,0,0.551035323,0,0,0,0,"0,0,1"
7.282527208,11,6,0,0,0,0.686574846,-0.137314969,0,0,0,"0,0,1"
7.33853364,21,5,0,0,2,1.36267005,-0.136267005,0,0,0.27253401,"0,0,1"
7.36297369,22,4,0,0,0,0.135814691,-0.135814691,0,0,-0.271629383,"0,0,1"
7.402945757,19,3,0,0,83,-0.405244088,-0.135081363,0,0,11.21175309,"1,0,0"
7.426892519,16,3,2,0,288,-0.403937447,0,0.269291631,0,27.60239218,"1,0,0"
7.450873613,16,2,0,0,278,0,-0.13421245,-0.268424899,0,-1.342124497,"1,0,0"
7.466862917,16,2,0,0,346,0,0,0,0,9.106903496,"1,0,0"
7.490875006,14,1,1,0,366,-0.266991506,-0.133495753,0.133495753,0,2.669915061,"1,0,0"
7.506839037,11,1,1,0,368,-0.399635584,0,0,0,0.266423722,"1,0,0"
7.530822754,10,0,1,0,396,-0.132787616,-0.132787616,0,0,3.718053248,"1,0,0"
7.554835081,9,-1,2,1,427,-0.132365563,-0.132365563,0.132365563,0.132365563,4.103332458,"1,0,0"
7.570795059,7,-3,4,70,437,-0.264173047,-0.264173047,0.264173047,9.113970126,1.320865236,"1,0,0"
7.594781637,6,-4,2,98,425,-0.131669355,-0.131669355,-0.26333871,3.686741942,-1.580032261,"1,0,0"
7.618764162,5,-5,1,88,379,-0.131254883,-0.131254883,-0.131254883,-1.312548832,-6.037724626,"1,0,0"
7.642745018,4,-6,0,85,314,-0.130843041,-0.130843041,-0.130843041,-0.392529123,-8.504797667,"1,0,0"
7.682043791,2,-8,0,97,145,-0.260347383,-0.260347383,0,1.5620843,-21.9993539,"1,0,0"
7.698034048,1,-9,0,120,106,-0.129903297,-0.129903297,0,2.987775821,-5.066228566,"1,0,0"
7.722021818,0,-10,2,124,77,-0.129499764,-0.129499764,0.258999527,0.517999054,-3.755493145,"1,0,0"
7.769985914,-1,-12,28,154,53,-0.128700362,-0.257400724,3.346209412,3.86101086,-3.088808688,"0,1,0"
