time,Angle_Thigh,Angle_Calf,Presure_Front,Presure_Middle,Presure_Back
0.0,77.0,-71.0,0.0,0.0,0.0
0.020946025848388672,77.0,-71.0,0.0,0.0,0.0
0.040892601013183594,77.0,-71.0,0.0,0.0,0.0
0.061872005462646484,77.0,-71.0,0.0,0.0,0.0
0.1266627311706543,77.0,-71.0,0.0,0.0,0.0
0.14764165878295898,77.0,-71.0,0.0,0.0,0.0
0.1685500144958496,77.0,-71.0,0.0,0.0,0.0
0.18853163719177246,77.0,-71.0,0.0,0.0,0.0
0.21317744255065918,77.0,-71.0,0.0,0.0,0.0
0.2340860366821289,77.0,-71.0,0.0,0.0,0.0
0.25406718254089355,77.0,-71.0,0.0,0.0,0.0
0.2949223518371582,77.0,-71.0,0.0,0.0,0.0
0.31586647033691406,77.0,-71.0,0.0,0.0,0.0
0.3358132839202881,77.0,-71.0,0.0,0.0,0.0
0.3607463836669922,77.0,-71.0,0.0,0.0,0.0
0.38169074058532715,77.0,-71.0,0.0,0.0,0.0
0.4016382694244385,77.0,-71.0,0.0,0.0,0.0
0.42258238792419434,77.0,-71.0,0.0,0.0,0.0
0.46746063232421875,77.0,-71.0,0.0,0.0,0.0
0.4874429702758789,77.0,-71.0,0.0,0.0,0.0
0.5083520412445068,77.0,-71.0,0.0,0.0,0.0
0.5283396244049072,77.0,-71.0,0.0,0.0,0.0
0.5492773056030273,77.0,-71.0,0.0,0.0,0.0
0.5941238403320312,77.0,-71.0,0.0,0.0,0.0
0.6150660514831543,77.0,-71.0,0.0,0.0,0.0
0.6350123882293701,77.0,-71.0,0.0,0.0,0.0
0.655956506729126,77.0,-71.0,0.0,0.0,0.0
0.6798925399780273,77.0,-71.0,0.0,0.0,0.0
0.7008769512176514,77.0,-71.0,0.0,0.0,0.0
0.7207844257354736,77.0,-71.0,0.0,0.0,0.0
0.762671709060669,77.0,-71.0,0.0,0.0,0.0
0.8065898418426514,77.0,-71.0,0.0,0.0,0.0
0.8274991512298584,77.0,-71.0,0.0,0.0,0.0
0.848456859588623,77.0,-71.0,0.0,0.0,0.0
0.8683896064758301,77.0,-71.0,0.0,0.0,0.0
0.8893322944641113,77.0,-71.0,0.0,0.0,0.0
0.9133038520812988,77.0,-71.0,0.0,0.0,0.0
0.9342136383056641,77.0,-71.0,0.0,0.0,0.0
0.9751036167144775,77.0,-71.0,0.0,0.0,0.0
0.9960470199584961,77.0,-71.0,0.0,0.0,0.0
1.0160346031188965,77.0,-71.0,0.0,0.0,0.0
1.0409278869628906,77.0,-71.0,0.0,0.0,0.0
1.0608739852905273,77.0,-71.0,0.0,0.0,0.0
1.0818440914154053,77.0,-71.0,0.0,0.0,0.0
1.101801872253418,77.0,-71.0,0.0,0.0,0.0
1.1466460227966309,77.0,-71.0,0.0,0.0,0.0
1.167651891708374,77.0,-71.0,0.0,0.0,0.0
1.1885323524475098,77.0,-71.0,0.0,0.0,0.0
1.2085449695587158,77.0,-71.0,0.0,0.0,0.0
1.229421854019165,77.0,-71.0,0.0,0.0,0.0
1.2533595561981201,77.0,-71.0,0.0,0.0,0.0
1.2743017673492432,77.0,-71.0,0.0,0.0,1.0
1.3151938915252686,77.0,-71.0,0.0,0.0,0.0
1.335139274597168,77.0,-71.0,0.0,0.0,0.0
1.3560831546783447,77.0,-71.0,0.0,0.0,0.0
1.380019187927246,77.0,-71.0,0.0,0.0,0.0
1.4009644985198975,77.0,-71.0,0.0,0.0,0.0
1.421907663345337,77.0,-71.0,0.0,0.0,0.0
1.4419136047363281,77.0,-71.0,0.0,0.0,0.0
1.4867923259735107,77.0,-71.0,0.0,0.0,0.0
1.5077471733093262,77.0,-71.0,0.0,0.0,0.0
1.5276875495910645,77.0,-71.0,0.0,0.0,0.0
1.5486278533935547,77.0,-71.0,0.0,0.0,0.0
1.5695135593414307,77.0,-71.0,0.0,0.0,0.0
1.5934500694274902,77.0,-71.0,0.0,0.0,0.0
1.6143929958343506,77.0,-71.0,0.0,0.0,0.0
1.6343743801116943,77.0,-71.0,0.0,0.0,0.0
1.6552834510803223,77.0,-71.0,0.0,0.0,0.0
