time,Angle_Thigh,Angle_Calf,Presure_Front,Presure_Middle,Presure_Back,label
1.6426012516021729,-13.0,36.0,159.0,44.0,329.0,"1,0,0"
1.6905708312988281,-10.0,29.0,84.0,47.0,278.0,"1,0,0"
1.7088334560394287,-8.0,25.0,36.0,47.0,252.0,"1,0,0"
1.7287278175354004,-6.0,22.0,9.0,59.0,230.0,"1,0,0"
1.752671241760254,-4.0,16.0,5.0,51.0,204.0,"1,0,0"
1.7766578197479248,-2.0,13.0,3.0,35.0,199.0,"1,0,0"
1.8166766166687012,1.0,8.0,0.0,22.0,219.0,"1,0,0"
1.8376100063323975,3.0,6.0,0.0,44.0,239.0,"1,0,0"
1.8536016941070557,4.0,5.0,5.0,64.0,263.0,"1,0,0"
1.8775875568389893,5.0,4.0,5.0,72.0,291.0,"1,0,0"
1.9015271663665771,6.0,4.0,7.0,64.0,308.0,"1,0,0"
1.941499948501587,6.0,4.0,11.0,65.0,313.0,"1,0,0"
1.9814724922180176,6.0,4.0,20.0,69.0,301.0,"1,0,0"
2.0054538249969482,6.0,4.0,27.0,67.0,295.0,"1,0,0"
