time,Angle_Thigh,Angle_Calf,Presure_Front,Presure_Middle,Presure_Back,Angle_Thigh_D,Angle_Calf_D,Presure_Front_D,Presure_Middle_D,Presure_Back_D,label
8.677524567,4,1,30,53,420,0,0,0.345720715,0.230480477,0.230480477,"1,0,0"
8.701488256,4,1,30,51,421,0,0,0,-0.229845739,0.11492287,"1,0,0"
8.725436687,4,1,29,49,422,0,0,-0.114607444,-0.229214889,0.114607444,"1,0,0"
8.744782209,4,1,26,48,424,0,0,-0.343061717,-0.114353906,0.228707811,"1,0,0"
8.768759966,5,1,26,49,426,0.11404121,0,0,0.11404121,0.228082421,"1,0,0"
8.784752131,4,1,24,47,428,-0.113833605,0,-0.227667209,-0.227667209,0.227667209,"1,0,0"
8.808737516,4,1,21,43,428,0,0,-0.340570938,-0.454094584,0,"1,0,0"
8.832719803,4,1,19,44,430,0,0,-0.226430821,0.113215411,0.226430821,"1,0,0"
8.856701612,4,1,15,41,432,0,0,-0.451635403,-0.338726552,0.225817701,"1,0,0"
8.873826265,4,1,15,41,434,0,0,0,0,0.22538192,"1,0,0"
8.897815228,4,1,18,40,434,0,0,0.337161418,-0.112387139,0,"1,0,0"
8.921797276,4,1,22,40,432,0,0,0.448340158,0,-0.224170079,"1,0,0"
8.937834978,4,1,20,43,430,0,0,-0.223767837,0.335651755,-0.223767837,"1,0,0"
8.961810827,4,1,23,43,427,0,0,0.334753774,0,-0.334753774,"1,0,0"
8.977802753,4,2,20,44,426,0,0.111385829,-0.334157486,0.111385829,-0.111385829,"1,0,0"
9.001743555,4,1,24,47,425,0,-0.11108959,0.44435836,0.33326877,-0.11108959,"1,0,0"
9.025769234,4,1,22,49,425,0,0,-0.221587761,0.221587761,0,"1,0,0"
9.049712896,4,1,23,48,425,0,0,0.110500743,-0.110500743,0,"1,0,0"
9.065746307,4,1,21,49,423,0,0,-0.22061063,0.110305315,-0.22061063,"1,0,0"
9.089684486,4,1,26,50,421,0,0,0.550074099,0.11001482,-0.220029639,"1,0,0"
9.113715887,4,1,26,51,419,0,0,0,0.109724728,-0.219449457,"1,0,0"
9.1296978,4,1,27,52,418,0,0,0.109532651,0.109532651,-0.109532651,"1,0,0"
9.153681278,4,1,26,53,417,0,0,-0.109245665,0.109245665,-0.109245665,"1,0,0"
9.177628756,4,1,25,56,417,0,0,-0.108960607,0.326881821,0,"1,0,0"
9.193620443,4,1,27,56,416,0,0,0.217542155,0,-0.108771077,"1,0,0"
9.217601299,4,1,30,56,417,0,0,0.325464283,0,0.108488094,"1,0,0"
9.241595268,4,1,27,57,417,0,0,-0.32461928,0.108206427,0,"1,0,0"
9.28159523,4,1,29,57,417,0,0,0.2154802,0,0,"1,0,0"
9.30558157,4,1,29,57,417,0,0,0,0,0,"1,0,0"
9.321568727,4,1,28,57,417,0,0,-0.10727808,0,0,"1,0,0"
9.345515966,4,1,28,56,416,0,0,0,-0.107003188,-0.107003188,"1,0,0"
9.369532347,4,1,29,56,416,0,0,0.106728913,0,0,"1,0,0"
9.393483877,4,1,27,56,417,0,0,-0.21291355,0,0.106456775,"1,0,0"
9.40951395,4,1,27,56,417,0,0,0,0,0,"1,0,0"
9.433499813,4,1,27,57,417,0,0,0,0.106005196,0,"1,0,0"
9.455999851,4,1,29,56,416,0,0,0.211505925,-0.105752963,-0.105752963,"1,0,0"
9.4799366,4,1,27,56,417,0,0,-0.210971875,0,0.105485938,"1,0,0"
9.495929956,4,1,29,56,416,0,0,0.210616549,0,-0.105308275,"1,0,0"
9.519954443,4,1,30,56,416,0,0,0.105042519,0,0,"1,0,0"
9.543947458,4,1,27,54,415,0,0,-0.314335343,-0.209556895,-0.104778448,"1,0,0"
9.55992794,4,1,27,53,415,0,0,0,-0.104603299,0,"1,0,0"
9.580156326,4,1,28,53,415,0,0,0.10438243,0,0,"1,0,0"
9.604158163,4,1,29,54,414,0,0,0.104121567,0.104121567,-0.104121567,"1,0,0"
9.628143072,4,1,29,53,413,0,0,0,-0.103862187,-0.103862187,"1,0,0"
9.652182341,4,1,29,53,410,0,0,0,0,-0.310810539,"1,0,0"
9.668153763,4,1,31,55,408,0,0,0.206864728,0.206864728,-0.206864728,"1,0,0"
9.690351009,4,1,32,54,407,0,0,0.103195436,-0.103195436,-0.103195436,"1,0,0"
9.714335203,4,1,29,54,404,0,0,-0.308821956,0,-0.308821956,"1,0,0"
9.730333328,4,1,30,56,401,0,0,0.102771402,0.205542804,-0.308314207,"1,0,0"
9.754304886,4,1,31,57,399,0,0,0.102518838,0.102518838,-0.205037676,"1,0,0"
9.778291702,4,1,34,63,396,0,0,0.306802056,0.613604112,-0.306802056,"1,0,0"
9.802273989,4,1,34,65,395,0,0,0,0.204034289,-0.102017144,"1,0,0"
9.818321228,4,1,34,65,395,0,0,0,0,0,"1,0,0"
9.86577177,4,1,33,67,394,0,0,-0.101360545,0.202721089,-0.101360545,"1,0,0"
9.880260706,4,1,34,67,394,0,0,0.101211904,0,0,"1,0,0"
9.904274464,4,1,36,69,394,0,0,0.201933015,0.201933015,0,"1,0,0"
9.928223372,4,1,33,70,394,0,0,-0.302168866,0.100722955,0,"1,0,0"
9.944211006,4,1,36,71,392,0,0,0.301683059,0.10056102,-0.20112204,"1,0,0"
9.968194008,4,1,34,70,391,0,0,-0.20063815,-0.100319075,-0.100319075,"1,0,0"
9.984222889,4,1,36,71,392,0,0,0.200316041,0.10015802,0.10015802,"1,0,0"
10.03340793,4,1,36,70,392,0,0,0,-0.099667033,0,"1,0,0"
